Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WOKING BC,,5000166804,"20,863.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WOKINGHAM DC,,5000166805,"196,239.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WOLVERHAMPTON MBC,,5000166806,"233,794.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WORCESTER CITY CNCL,,5000166807,"13,370.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WORCESTERSHIRE COUNTY COUNCIL,,5000166808,"546,532.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WORTHING BC,,5000166809,"20,977.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WYCHAVON DISTRICT COUNCIL,,5000166609,"13,088.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WYCOMBE DC,,5000166610,"22,978.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WYRE BC,,5000166611,"17,669.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WYRE FOREST DISTRICT COUNCIL,,5000166810,"17,344.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current (non AEF) Grants to Local Authorities,Localism,YORK CITY CNCL,,5000166811,"182,830.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,CONNECTION AT ST MARTIN'S,,5000165184,"4,556.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,PASSAGE,,5000165183,"21,358.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,SHELTER NAT CAMPAIGN HOMELESS,Yes,5000166465,"1,220,917.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,ST MUNGO ASSOCIATION,Yes,5000165182,"88,907.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,WOMEN'S AID FEDERATION,Yes,5000166466,"75,000.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,2100204690,"17,099,417.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Telephone call costs,Localism,7E COMMUNICATIONS LTD,,5106164426,554.88,,
Communities & Local Government,DCLG,15/06/2011,IT - Service Contracts,Finance & Corporate Services, E-NIK LIMITED,,5106164433,"21,999.60",,
Communities & Local Government,DCLG,15/06/2011,IT - Service Contracts,Finance & Corporate Services, E-NIK LIMITED,,5106164453,702.74,,
Communities & Local Government,DCLG,15/06/2011,IT - Service Contracts,Finance & Corporate Services,FUJITSU SERVICES LTD,,5106164441,"58,696.80",,
Communities & Local Government,DCLG,15/06/2011,IT - Service Contracts,Finance & Corporate Services,FUJITSU SERVICES LTD,,5106164445,"23,702.97",,
Communities & Local Government,DCLG,15/06/2011,IT - Software Maintenance,Localism,BUSINESS WEB SOFTWARE,,5106164397,"7,567.20",,
Communities & Local Government,DCLG,15/06/2011,IT Maintenance,Finance & Corporate Services, E-NIK LIMITED,,5106164449,"12,167.00",,
Communities & Local Government,DCLG,15/06/2011,IT Maintenance,Finance & Corporate Services, E-NIK LIMITED,,5106164451,"9,000.00",,
Communities & Local Government,DCLG,15/06/2011,IT SUPPORT,Finance & Corporate Services,VERIZON UK LTD,,5106164395,"2,176.80",,
Communities & Local Government,DCLG,15/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITOR,,2100204684,"20,850.00",,
Communities & Local Government,DCLG,15/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106164461,"65,861.53",,
Communities & Local Government,DCLG,15/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106164461,737.11,,
Communities & Local Government,DCLG,15/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106164461,517.35,,
Communities & Local Government,DCLG,15/06/2011,Mobile phone costs,Finance & Corporate Services,FUJITSU SERVICES LTD,,5106164435,"4,993.11",,
Communities & Local Government,DCLG,15/06/2011,Mobile phone costs,Finance & Corporate Services,FUJITSU SERVICES LTD,,5106164437,"4,993.11",,
Communities & Local Government,DCLG,15/06/2011,Mobile phone costs,Finance & Corporate Services,FUJITSU SERVICES LTD,,5106164439,"4,993.11",,
Communities & Local Government,DCLG,15/06/2011,Printing,Finance & Corporate Services,STATIONERY OFFICE LTD,,5106164459,"6,986.40",,
Communities & Local Government,DCLG,15/06/2011,Professional services,Neighbourhoods,VALUATION OFFICE AGENCY,,5106164370,"5,967.00",,
Communities & Local Government,DCLG,15/06/2011,Publicity,Finance & Corporate Services,CENTRAL OFFICE OF INFORMATION,,5106164316,"39,600.00",,
Communities & Local Government,DCLG,15/06/2011,Steady State Service Provision,Finance & Corporate Services,STERIA LIMITED,,5106164068,"10,311.84",,
Communities & Local Government,DCLG,15/06/2011,Steady State Service Provision,Finance & Corporate Services,STERIA LIMITED,,5106164314,"10,287.97",,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BLACKPOOL BC,,5000166004,"146,077.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BOLTON MBC,,5000166006,"17,661.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BRAINTREE DC,,5000165941,"91,741.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BRENT LB (HSG),,5000165942,"863,125.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,CAMDEN LB,,5000166013,"1,411,987.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,EALING LB,,5000166026,"638,297.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,EASTBOURNE BC,,5000166027,"86,585.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,GREENWICH LB,,5000166036,"139,729.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HAMMERSMITH & FULHAM LB,,5000166038,"1,114,310.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HARINGEY LB,,5000166039,"1,309,917.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ISLINGTON LB,,5000166047,"4,051,402.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LEWISHAM LB (HSG),,5000165962,"1,436,969.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LONDON BOROUGH OF HACKNEY,,5000166037,"4,136,194.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LONDON BOROUGH OF LAMBETH,,5000166051,"715,506.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LONDON BOROUGH OF NEWHAM,,5000166057,"3,182,208.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,MANCHESTER CITY CNCL (HSG),,5000165963,"3,925,922.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,NEWCASTLE UPON TYNE DC,,5000166056,"1,020,032.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,OLDHAM MBC,,5000166065,"347,826.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ROCHDALE MBC,,5000166071,"729,879.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ROYAL BOROUGH OF KENSINGTON & CHELS,,5000166048,"183,024.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SALFORD CITY CNCL,,5000166075,"182,638.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SHEFFIELD CITY CNCL,,5000166077,"2,945,204.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SOUTHWARK LB,,5000166083,"2,563,502.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,TOWER HAMLETS LB (HSG),,5000165989,"1,413,156.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,WALTHAM FOREST LB,,5000166090,"182,535.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106164337,891.00,,
Communities & Local Government,DCLG,15/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,2100204755,-530.43,,
Communities & Local Government,DCLG,15/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,2100204756,"-1,402.99",,
Communities & Local Government,DCLG,15/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,2100204757,-463.79,,
Communities & Local Government,DCLG,15/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163034,530.43,,
Communities & Local Government,DCLG,15/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163036,463.79,,
Communities & Local Government,DCLG,15/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163063,"1,402.99",,
Communities & Local Government,DCLG,16/06/2011,Accommodation Service Charges,Finance & Corporate Services,LAND SECURITIES PROPERTIES LTD,,5106164484,"140,012.71",,
Communities & Local Government,DCLG,16/06/2011,Advertising,Finance & Corporate Services,FORMARA LTD,,5106164572,"1,060.56",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164422,"8,662.98",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,5106164483,450.06,,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,5106163166,"2,858.82",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,5106164069,"2,858.82",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,5106164249,"2,858.82",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,5106164501,"2,287.06",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106164412,835.20,,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106164416,"2,328.26",,
Communities & Local Government,DCLG,16/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106164416,152.22,,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,AVON FIRE AUTHORITY,,5000167075,"318,177.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,BEDS & LUTON FIRE & RESCUE SERVICE,,5000167051,"29,105.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,BUCKS & MILTON KEYNES FIRE AUTH,,5000167029,"248,296.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CAMBS & PETERBOROUGH FIRE AUTHORITY,,5000167043,"32,777.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CHESHIRE FIRE AUTHORITY,,5000167041,"36,541.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CLEVELAND FIRE AUTHORITY,,5000167035,"36,243.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CORNWALL COUNTY FIRE BRIGADE,,5000167080,"89,854.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,COUNTY DURHAM & DARLINGTON,,5000167059,"388,756.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CUMBRIA COUNTY COUNCIL,,5000167082,"24,709.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,DERBYSHIRE FIRE AUTHORITY,,5000167061,"47,369.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,DEVON & SOMERSET FIRE & RESCUE SERV,,5000167049,"408,593.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,DORSET FIRE AUTHORITY,,5000167063,"133,974.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST SUSSEX FIRE AUTHORITY,,5000167071,"19,712.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ESSEX FIRE AUTHORITY,,5000167031,"276,445.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,GLOUCESTERSHIRE COUNTY COUNCIL,,5000167084,"29,371.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,GREATER LONDON AUTHORITY (RSG),,5000167013,"2,153,412.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,GREATER MANCHESTER FIRE (RSG),,5000167015,"498,557.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HAMPSHIRE FIRE & RESCUE AUTHORITY,,5000167065,"287,811.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HEREFORD WORCESTER FIRE BRIGADE,,5000167053,"292,232.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HERTFORDSHIRE CC,,5000167086,"35,560.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,,5000167037,"21,735.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ISLE OF SCILLY FIRE AND RESCUE SERV,,5000167077,"2,750.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ISLE OF WIGHT COUNCIL,,5000167088,"12,185.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,,5000167039,"296,152.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,5000167057,"275,487.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,,5000167069,"641,118.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE CC,,5000167090,"303,359.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,,5000167017,"285,726.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORFOLK COUNTY COUNCIL,,5000167092,"246,342.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,5000167073,"18,434.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE CC,,5000167094,"47,647.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHUMBERLAND FIRE & RESCUE SERV,,5000167102,"31,549.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,5000167047,"60,283.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,OXFORDSHIRE CC,,5000167096,"38,087.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ROYAL BERKSHIRE FIRE AUTHORITY,,5000167033,"46,840.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,,5000167067,"10,750.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH YORKSHIRE FIRE & CD (RSG),,5000167019,"26,181.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,5000167045,"63,785.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK COUNTY CNCL (RSG),,5000167021,"23,229.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SURREY COUNTY COUNCIL,,5000167098,"28,196.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,TYNE & WEAR FIRE AUTHORITY (RSG),,5000167023,"274,323.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,W YORKSHIRE FIRE & RESCUE AUTH (RSG,,5000167025,"399,122.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WARWICKSHIRE CC,,5000167100,"10,750.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,,5000167027,"288,611.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST SUSSEX FIRE AND RESCUE SERVICE,,5000167078,"173,691.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,,5000167055,"38,516.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Catering,Finance & Corporate Services,G E CAPITAL EQUIPMENT FINANCE,,5106164362,714.31,,
Communities & Local Government,DCLG,16/06/2011,Conferences and Meeting Facilities,Finance & Corporate Services,WARWICK UNIVERSITY,,5106164578,"13,975.00",,
Communities & Local Government,DCLG,16/06/2011,Courier Services,Finance & Corporate Services,FORMARA LTD,,5106162590,43.31,,
Communities & Local Government,DCLG,16/06/2011,Courier Services,Finance & Corporate Services,FORMARA LTD,,5106164572,65.21,,
Communities & Local Government,DCLG,16/06/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LONDON BOROUGH OF CROYDON,,2100204719,"88,280.84",Yes,
Communities & Local Government,DCLG,16/06/2011,Current Grants to Non Profit Bodies,Localism,LOCALITY,,2100204720,"50,000.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Current Grants to Non Profit Bodies,Localism,ROYAL ASSOC DISABILITY & REHAB,Yes,2100204722,"50,000.00",Yes,
Communities & Local Government,DCLG,16/06/2011,Electricity,Localism,NPOWER LTD,,5106164546,"6,241.38",,
Communities & Local Government,DCLG,16/06/2011,Electricity,Localism,SCOTTISH & SOUTHERN ENERGY,,5106164553,"10,321.76",,
Communities & Local Government,DCLG,16/06/2011,Fixed Maintenance,Localism,BABCOCK CRITICAL SERVICES LTD,,5106164486,"26,507.17",,
Communities & Local Government,DCLG,16/06/2011,IT Consultancy,Neighbourhoods,AMOR BUSINESS TECHNOLOGY SOLUTIONS,,5106164318,"44,291.70",,
Communities & Local Government,DCLG,16/06/2011,IT Maintenance,Treasury,LA INT COMPUTER CONSULTANTS LTD,,5106164565,"8,790.80",,
Communities & Local Government,DCLG,16/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106164524,"1,962.60",,
Communities & Local Government,DCLG,16/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106164528,"2,969.40",,
Communities & Local Government,DCLG,16/06/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106164549,661.20,,
Communities & Local Government,DCLG,16/06/2011,Medals,Localism,ROYAL MINT,,5106164258,"1,158.30",,
Communities & Local Government,DCLG,16/06/2011,Medals,Localism,ROYAL MINT,,5106164260,772.19,,
Communities & Local Government,DCLG,16/06/2011,Medals,Localism,ROYAL MINT,,5106164262,"1,247.40",,
Communities & Local Government,DCLG,16/06/2011,Printing,Finance & Corporate Services,FORMARA LTD,,5106162590,620.00,,
Communities & Local Government,DCLG,16/06/2011,Research,Finance & Corporate Services,LAND REGISTRY,,5106164551,"5,582.82",,
Communities & Local Government,DCLG,16/06/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,,5106164495,"28,338.29",,
Communities & Local Government,DCLG,16/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,2100204803,"-4,210.00",,
Communities & Local Government,DCLG,16/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106163755,"4,210.00",,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204752,504.09,,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204752,"4,672.36",,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204752,563.58,,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204752,637.29,,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204752,654.76,,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204752,"1,452.91",,
Communities & Local Government,DCLG,16/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106164531,"8,348.12",,
Communities & Local Government,DCLG,16/06/2011,Vehicle Maintenance,Localism,BABCOCK CRITICAL SERVICES LTD,,5106164485,"10,462.45",,
Communities & Local Government,DCLG,17/06/2011,Accommodation Service Charges,Treasury,TOD ANSTEE LLP,,5106164594,"5,050.00",,
Communities & Local Government,DCLG,17/06/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,,5106164655,"1,824.00",,
Communities & Local Government,DCLG,17/06/2011,Agency Staff,Localism,REED SPECIALIST RECRUITMENT LTD,,5106164513,"1,451.16",,
Communities & Local Government,DCLG,17/06/2011,Agency Staff,Localism,REED SPECIALIST RECRUITMENT LTD,,5106164517,"1,813.96",,
Communities & Local Government,DCLG,17/06/2011,Agency Staff,Localism,REED SPECIALIST RECRUITMENT LTD,,5106164519,"1,813.96",,
Communities & Local Government,DCLG,17/06/2011,Agency Staff,Localism,REED SPECIALIST RECRUITMENT LTD,,5106164521,"1,813.96",,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,AVON FIRE AUTHORITY,,5000167076,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,BEDS & LUTON FIRE & RESCUE SERVICE,,5000167052,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,BUCKS & MILTON KEYNES FIRE AUTH,,5000167030,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CAMBS & PETERBOROUGH FIRE AUTHORITY,,5000167044,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CHESHIRE FIRE AUTHORITY,,5000167042,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CLEVELAND FIRE AUTHORITY,,5000167036,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CORNWALL COUNTY FIRE BRIGADE,,5000167081,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,COUNTY DURHAM & DARLINGTON,,5000167060,"70,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,CUMBRIA COUNTY COUNCIL,,5000167083,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,DERBYSHIRE FIRE AUTHORITY,,5000167062,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,DEVON & SOMERSET FIRE & RESCUE SERV,,5000167050,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,DORSET FIRE AUTHORITY,,5000167064,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST SUSSEX FIRE AUTHORITY,,5000167072,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ESSEX FIRE AUTHORITY,,5000167032,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,GLOUCESTERSHIRE COUNTY COUNCIL,,5000167085,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,GREATER LONDON AUTHORITY (RSG),,5000167014,"20,000.00",Yes,
