ALB,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Home & Communities Agency,RAIL,UNIGLOBE DIAMOND TRAVEL,"1,449.55"
Home & Communities Agency,RECORDS STORAGE,Equinox Design Limited,"5,841.49"
Home & Communities Agency,RECORDS STORAGE,Iron Mountain (UK) Ltd,"645,055.05"
Home & Communities Agency,RECORDS STORAGE,Micrographic Equipmment Services Ltd,"1,467.18"
Home & Communities Agency,REPROGRAPHICS,Danwood Financial Services,550
Home & Communities Agency,REPROGRAPHICS,Ikon Office Solutions (UK) plc,"4,989.70"
Home & Communities Agency,REPROGRAPHICS,Ricoh UK LTD,"9,999.79"
Home & Communities Agency,REPROGRAPHICS,Xerox (Uk) Ltd,"100,474.37"
Home & Communities Agency,SECURITY,ADVANCE SECURITY UK LTD,730.44
Home & Communities Agency,SECURITY,BEE TEE ALARMS LTD,"4,163.12"
Home & Communities Agency,SECURITY,CRAFT SERVICES GROUP LTD,"35,366.50"
Home & Communities Agency,SECURITY,DERBYSHIRE MENTAL HEALTH NHS TRUST,907.68
Home & Communities Agency,SECURITY,HORIZON SECURITY SERVICES  LTD,"42,385.11"
Home & Communities Agency,SECURITY,ISS Facility Services,"452,804.46"
Home & Communities Agency,SECURITY,LEGION GROUP PLC,"894,184.72"
Home & Communities Agency,SECURITY,LONDON SITE SECURITY LTD,"197,160.44"
Home & Communities Agency,SECURITY,MALTAWARD LTD,"236,897.75"
Home & Communities Agency,SECURITY,MAXIMEYES SECURITY LTD,862.19
Home & Communities Agency,SECURITY,Mitie Security,"720,779.56"
Home & Communities Agency,SECURITY,MJF CORPORATE GUARDING LTD,"153,357.82"
Home & Communities Agency,SECURITY,OCS RESOLUTION SECURITY,"94,832.84"
Home & Communities Agency,SECURITY,ORBIS PROPERTY PROTECTION LTD,"36,111.53"
Home & Communities Agency,SECURITY,PCL WHITEHALL SECURITY GROUP,"274,207.21"
Home & Communities Agency,SECURITY,PROFILE SECURITY SERVICES LTD,"436,286.25"
Home & Communities Agency,SECURITY,Reliance Security Services Ltd,"7,212.42"
Home & Communities Agency,SECURITY,SAFE ESTATES SERVICES LTD,"89,150.25"
Home & Communities Agency,SECURITY,Secure Residential Guarding,"186,984.00"
Home & Communities Agency,SECURITY,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,"10,500.00"
Home & Communities Agency,SECURITY,STEALTH GUARD SECURITY LIMITED,"143,889.28"
Home & Communities Agency,SECURITY,TAB SECURITY LTD,"6,890.00"
Home & Communities Agency,SECURITY,THE GUARDS SECURITY PLC,"2,280.00"
Home & Communities Agency,SECURITY,THE SHIELD GUARDING COMPANY LTD,"19,546.82"
Home & Communities Agency,SECURITY,TOCSIN SECURITY,"1,971.72"
Home & Communities Agency,SECURITY,VALLEY WATCH,"1,865.00"
Home & Communities Agency,SECURITY,WARD SECURITY LIMITED,"203,503.56"
Home & Communities Agency,SOFTWARE,ALBANY SOFTWARE,530
Home & Communities Agency,SOFTWARE,ARTEMIS INTERNATIONAL CORP LTD,"10,450.00"
Home & Communities Agency,SOFTWARE,CARETOWER LTD,"21,818.50"
Home & Communities Agency,SOFTWARE,Cision Uk Limited,"8,712.00"
Home & Communities Agency,SOFTWARE,COA SOLUTIONS LTD,"62,405.73"
Home & Communities Agency,SOFTWARE,Dataline Software Ltd,"4,074.00"
Home & Communities Agency,SOFTWARE,ENIGMA INTERACTIVE,"10,084.00"
Home & Communities Agency,SOFTWARE,Esri (Uk) Ltd,"52,950.00"
Home & Communities Agency,SOFTWARE,FRONTIER SOFTWARE PLC,"31,459.04"
Home & Communities Agency,SOFTWARE,GROUPTREE LTD,"8,577.50"
Home & Communities Agency,SOFTWARE,Idox Information Services Ltd,"7,314.00"
Home & Communities Agency,SOFTWARE,Intergraph (UK) Ltd,"50,777.20"
Home & Communities Agency,SOFTWARE,Leica Geosystems Ltd,"1,642.00"
Home & Communities Agency,SOFTWARE,METHODWARE UK LTD,"5,687.60"
Home & Communities Agency,SOFTWARE,NCC Services,945
Home & Communities Agency,SOFTWARE,Oracle Corporation Uk Ltd,"48,007.77"
Home & Communities Agency,SOFTWARE,POINT TO POINT LTD,"44,095.60"
Home & Communities Agency,SOFTWARE,QUBE  Global Software - Planet,"18,446.55"
Home & Communities Agency,SOFTWARE,SAP (UK) Limited,"30,356.42"
Home & Communities Agency,SOFTWARE,SCCS,"4,225.00"
Home & Communities Agency,SOFTWARE,SEC-1 LTD,"16,859.50"
Home & Communities Agency,SOFTWARE,Softcat Ltd,"84,326.96"
Home & Communities Agency,SOFTWARE,Sopra Group Ltd,"648,108.97"
Home & Communities Agency,SOFTWARE,STCS LTD,"213,910.20"
Home & Communities Agency,SOFTWARE,Steria Services Limited,711.9
Home & Communities Agency,SOFTWARE,SUNRISE SOFTWARE,"34,561.05"
Home & Communities Agency,SPECIALIST CONTRACTORS,ALLEN LANE FINANCIAL RECRUITMENT CONSULTANTS,"133,258.76"
Home & Communities Agency,SPECIALIST CONTRACTORS,COMPUTER FUTURES SOLUTIONS,"219,632.89"
Home & Communities Agency,SPECIALIST CONTRACTORS,CRYSTAL UMBRELLA,"93,790.00"
Home & Communities Agency,SPECIALIST CONTRACTORS,ELIZABETH MICHAEL ASSOCIATES LTD,"2,385.25"
Home & Communities Agency,SPECIALIST CONTRACTORS,GRADE ONE STAFF CONSULTANCY,"18,332.90"
Home & Communities Agency,SPECIALIST CONTRACTORS,Hays Accountancy and Finance,"166,011.36"
Home & Communities Agency,SPECIALIST CONTRACTORS,Macdonald & Company Freelance Ltd,"29,017.12"
Home & Communities Agency,SPECIALIST CONTRACTORS,Morgan Hunt Public Sector Ltd,"103,813.93"
Home & Communities Agency,SPECIALIST CONTRACTORS,Parity Solutions Ltd,"63,086.36"
Home & Communities Agency,SPECIALIST CONTRACTORS,PSD GROUP,"62,491.54"
Home & Communities Agency,SPECIALIST CONTRACTORS,TPP,"33,975.00"
Home & Communities Agency,SPECIALIST CONTRACTORS,VMA Search and Selection Ltd,"74,368.21"
Home & Communities Agency,STAFF CHILDCARE,Accor Services,"109,973.17"
Home & Communities Agency,STAFF HEALTH AND SAFETY,Connaught Compliance,"5,109.00"
Home & Communities Agency,STAFF HEALTH AND SAFETY,IOSH,"1,097.00"
Home & Communities Agency,STAFF HEALTH AND SAFETY,WEST ANGLIA TRAINING ASSOCIATION,"4,245.75"
Home & Communities Agency,STAFF MEDICAL CARE,FOCUS EAP LIMITED,"10,397.93"
Home & Communities Agency,STAFF MEDICAL CARE,NUFFIELD HEALTH,"94,094.35"
Home & Communities Agency,STAFF SUBSCRIPTIONS,INSTITUTE OF PUBLIC FINANCE LTD,"1,935.00"
Home & Communities Agency,STORAGE AND WAREHOUSING,EWA LTD,"97,039.63"
Home & Communities Agency,STRATEGIC CONSULTANCY,AMION CONSULTING,"262,280.04"
Home & Communities Agency,STRATEGIC CONSULTANCY,ASHBOURNE ASSESSMENT SYSTEMS LTD,"178,485.45"
Home & Communities Agency,STRATEGIC CONSULTANCY,Genecon LLP,"238,351.57"
Home & Communities Agency,STRATEGIC CONSULTANCY,GREENGAGE CONSULTING LTD,"35,772.29"
Home & Communities Agency,STRATEGIC CONSULTANCY,Navigant Consulting (Europe) Ltd,"18,275.50"
Home & Communities Agency,STRATEGIC CONSULTANCY,RENE BARRETT,"5,505.51"
Home & Communities Agency,SYSTEMS DELIVERY,AMAZE (EUROPE) LIMITED,"105,148.27"
Home & Communities Agency,SYSTEMS DELIVERY,AMTEC Consulting plc,"43,750.00"
Home & Communities Agency,SYSTEMS DELIVERY,ATTENDA LIMITED,"45,640.72"
Home & Communities Agency,SYSTEMS DELIVERY,Bentley Systems (UK) Ltd,"7,163.00"
Home & Communities Agency,SYSTEMS DELIVERY,INEO SYSTRANS,"1,418,475.18"
Home & Communities Agency,SYSTEMS DELIVERY,LDA Finance,"50,550.00"
Home & Communities Agency,SYSTEMS DELIVERY,Maxima Managed Services Ltd,"5,052.43"
Home & Communities Agency,SYSTEMS DELIVERY,MOLIOR LONDON LIMITED,"21,500.00"
Home & Communities Agency,SYSTEMS DELIVERY,OFFICE OF GOVERNMENT COMMERCE,"25,000.00"
Home & Communities Agency,SYSTEMS DELIVERY,OXYGENATE LTD,"77,761.99"
Home & Communities Agency,SYSTEMS DELIVERY,PROCSERVE SUPPLIER SOULTIONS LTD,"17,000.00"
Home & Communities Agency,SYSTEMS DELIVERY,SOFTWARE PARADISE LTD,"4,061.69"
Home & Communities Agency,SYSTEMS DELIVERY,THE OFFICE OF THE INFORMATION COMMISSIONER,535
Home & Communities Agency,TAXI,ARGENT CHAUFFEUR SERVICES,"1,140.50"
Home & Communities Agency,TAXI,CMB CHAUFFEUR SERVICES LTD,767
Home & Communities Agency,TAXI,DIRECT TAXIS,"7,511.40"
Home & Communities Agency,TAXI,GOVT. CAR & DESPATCH AGENCY,966.32
Home & Communities Agency,TAXI,NODA TAXIS,"5,769.72"
Home & Communities Agency,TAXI,PALM BEACH LIMOUSINE SARL,603.92
Home & Communities Agency,TAXI,PANTHER TAXIS LTD,504.68
Home & Communities Agency,TAXI,RADIO TAXIS GROUP LTD,"8,431.49"
Home & Communities Agency,TAXI,WHIZZGO EUROPE LTD,"15,750.00"
Home & Communities Agency,TECHNICAL CONSULTANCY,Compass Management Consulting,"2,995.00"
Home & Communities Agency,TECHNICAL CONSULTANCY,MOLAS,"1,900.00"
Home & Communities Agency,TECHNICAL SERVICES,4PS,"45,000.00"
Home & Communities Agency,TECHNICAL SERVICES,ACADEMY OF URBANISM,545
Home & Communities Agency,TECHNICAL SERVICES,ACXIOM LIMITED,"25,150.00"
Home & Communities Agency,TECHNICAL SERVICES,ADAMS KARA TAYLOR,"6,240.00"
Home & Communities Agency,TECHNICAL SERVICES,ADDISON & ASSOCIATES LTD,"5,232.28"
Home & Communities Agency,TECHNICAL SERVICES,AIT SPATIAL LTD,"3,600.00"
Home & Communities Agency,TECHNICAL SERVICES,AITCHISON RAFFETY GROUP,"4,337.50"
Home & Communities Agency,TECHNICAL SERVICES,ALLIED EXPLORATION & GEOTECHNICS LIMITED,"55,200.84"
Home & Communities Agency,TECHNICAL SERVICES,AOH LTD,"98,580.00"
Home & Communities Agency,TECHNICAL SERVICES,ARCHAEOLOGICA LIMITED,"9,425.20"
Home & Communities Agency,TECHNICAL SERVICES,ASBESTOS GB,"1,264.40"
Home & Communities Agency,TECHNICAL SERVICES,Ashridge Strategic Management Centre,"32,900.00"
Home & Communities Agency,TECHNICAL SERVICES,A-STRIP ENVIROMENTAL LLP,"1,907.24"
Home & Communities Agency,TECHNICAL SERVICES,BBP REGENERATION,"153,915.11"
Home & Communities Agency,TECHNICAL SERVICES,BIDWELLS,"36,346.26"
Home & Communities Agency,TECHNICAL SERVICES,BIGWOOD ASSOCIATES LIMITED,"6,790.00"
Home & Communities Agency,TECHNICAL SERVICES,CAMPBELL SCIENTIFIC LTD,"6,605.95"
Home & Communities Agency,TECHNICAL SERVICES,Capita Symonds Ltd,"357,322.79"
Home & Communities Agency,TECHNICAL SERVICES,CEEQUAL LTD,"5,160.00"
Home & Communities Agency,TECHNICAL SERVICES,CHEMTEST LTD,"7,335.00"
Home & Communities Agency,TECHNICAL SERVICES,Colin Miller,"25,000.00"
Home & Communities Agency,TECHNICAL SERVICES,Connaught Compliance,"1,430.94"
Home & Communities Agency,TECHNICAL SERVICES,CONSTRUCTION SKILLS,"10,928.60"
Home & Communities Agency,TECHNICAL SERVICES,COUNT ON US LTD,"10,706.63"
Home & Communities Agency,TECHNICAL SERVICES,DAMSEL & VIRGIL LIMITED,"8,687.00"
Home & Communities Agency,TECHNICAL SERVICES,DEAN KNIGHT PARTNERSHIP LTD.,"133,927.32"
Home & Communities Agency,TECHNICAL SERVICES,EDMUND KIRBY,"7,300.00"
Home & Communities Agency,TECHNICAL SERVICES,ELECTORAL REFORM SERVICES,"37,475.00"
Home & Communities Agency,TECHNICAL SERVICES,ESTER CONSULTANCY LTD,"2,587.50"
Home & Communities Agency,TECHNICAL SERVICES,Experian Ltd,"11,145.73"
Home & Communities Agency,TECHNICAL SERVICES,FORGETRACK LTD,970.77
Home & Communities Agency,TECHNICAL SERVICES,Gartner UK Ltd,"3,135.30"
Home & Communities Agency,TECHNICAL SERVICES,GAVIN JONES (MIDLANDS) LTD,"61,529.90"
Home & Communities Agency,TECHNICAL SERVICES,GRAHAM ANDERSON,"38,080.00"
Home & Communities Agency,TECHNICAL SERVICES,GREENFORD LTD,"2,346.09"
Home & Communities Agency,TECHNICAL SERVICES,H20 CHEMICALS LTD,"11,080.00"
Home & Communities Agency,TECHNICAL SERVICES,HABINTEG HOUSING ASSOCIATION LTD,"9,960.00"
Home & Communities Agency,TECHNICAL SERVICES,HELME & PARTNERS,"4,000.00"
Home & Communities Agency,TECHNICAL SERVICES,HOARE LEA,"1,350.00"
Home & Communities Agency,TECHNICAL SERVICES,HOMETRACK DATA SYSTEMS,"175,000.00"
Home & Communities Agency,TECHNICAL SERVICES,IAN FARMER ASSOCIATES LTD,"1,125.00"
Home & Communities Agency,TECHNICAL SERVICES,INGELTON WOOD LLP,"1,611.60"
Home & Communities Agency,TECHNICAL SERVICES,JO.LAVIS LTD,"4,400.00"
Home & Communities Agency,TECHNICAL SERVICES,JOHNSON POOLE & BLOOMER,"15,735.00"
Home & Communities Agency,TECHNICAL SERVICES,KIMPTON BUILDING SERVICES,"1,212.06"
Home & Communities Agency,TECHNICAL SERVICES,LEWIS SURVEYORS,"1,180.00"
Home & Communities Agency,TECHNICAL SERVICES,LINE MANAGEMENT GROUP LTD,"6,068.84"
Home & Communities Agency,TECHNICAL SERVICES,LOCATE IN KENT,"5,000.00"
Home & Communities Agency,TECHNICAL SERVICES,LONDON BOROUGH OF DAGENHAM & BARKING,"1,051.95"
Home & Communities Agency,TECHNICAL SERVICES,M & J DRILLING SERVICES LTD,"15,279.30"
Home & Communities Agency,TECHNICAL SERVICES,MANTARAY (CAMBRIDGE) LTD,"8,177.00"
Home & Communities Agency,TECHNICAL SERVICES,MARK K SNOOK,654.3
Home & Communities Agency,TECHNICAL SERVICES,Market & Opinion Research International Ltd,"158,125.00"
Home & Communities Agency,TECHNICAL SERVICES,MET OFFICE,927
Home & Communities Agency,TECHNICAL SERVICES,MILTON KEYNES CITY DISCOVERY CENTRE,"1,392.00"
Home & Communities Agency,TECHNICAL SERVICES,MILTON KEYNES SURVEYS LIMITED,"12,687.00"
Home & Communities Agency,TECHNICAL SERVICES,MTECH CONSULT LTD,"11,646.90"
Home & Communities Agency,TECHNICAL SERVICES,National Association of Local Counc,920
Home & Communities Agency,TECHNICAL SERVICES,NEWSPAPER LICENSING AGENCY,"19,340.58"
Home & Communities Agency,TECHNICAL SERVICES,NHBC SERVICES,"26,200.00"
Home & Communities Agency,TECHNICAL SERVICES,NOAK BRIDGE CONSULTANTS LTD,750
Home & Communities Agency,TECHNICAL SERVICES,Ordnance Survey,"12,298.00"
Home & Communities Agency,TECHNICAL SERVICES,OXFORD ECONOMICS LTD,"29,575.00"
Home & Communities Agency,TECHNICAL SERVICES,PLAYSAFETY LTD,609
Home & Communities Agency,TECHNICAL SERVICES,REAL ESTATE FINANCE PARTNERS LTD,"24,208.20"
Home & Communities Agency,TECHNICAL SERVICES,REGIONAL PROPERTY SERVICES LTD,"1,350.00"
Home & Communities Agency,TECHNICAL SERVICES,SAFETY MANAGEMENT & MONITORING SERVICES LTD,"4,740.00"
Home & Communities Agency,TECHNICAL SERVICES,SITE ENGINEERING SURVEYS LTD,"2,994.00"
Home & Communities Agency,TECHNICAL SERVICES,SOIL MECHANICS,"8,179.05"
Home & Communities Agency,TECHNICAL SERVICES,SOUTH  WEST HOUSING INITIATIVE,"5,000.00"
Home & Communities Agency,TECHNICAL SERVICES,SQW LTD,"345,712.37"
Home & Communities Agency,TECHNICAL SERVICES,STIRLING MAYNARD TRANSPORTATION,"95,732.50"
Home & Communities Agency,TECHNICAL SERVICES,STRUCTURAL SOILS,"48,646.63"
Home & Communities Agency,TECHNICAL SERVICES,TETRA CONSULTING LTD,"1,600.00"
Home & Communities Agency,TECHNICAL SERVICES,TRANSPORT TRADING LTD,"2,844.38"
Home & Communities Agency,TECHNICAL SERVICES,Urbed,"5,750.00"
Home & Communities Agency,TECHNICAL SERVICES,UTILITY GATEWAY LIMITED,"14,874.00"
Home & Communities Agency,TECHNICAL SERVICES,Valuation Office Agency Administration,"116,750.00"
Home & Communities Agency,TECHNICAL SERVICES,VECTOR DESIGN,600
Home & Communities Agency,TECHNICAL SERVICES,VOLKERMATRIX LIMITED,"8,570.50"
Home & Communities Agency,TECHNICAL SERVICES,WARBOYS SERVICES LTD,"1,928.30"
Home & Communities Agency,TECHNICAL SERVICES,ZERO CARBON HUB LTD,"35,025.00"
Home & Communities Agency,TELECOMS,ACECOPE,969
Home & Communities Agency,TELECOMS,BRETT COMMUNICATIONS LTD,735
Home & Communities Agency,TELECOMS,BT CONFERENCE,"118,148.41"
Home & Communities Agency,TELECOMS,Cable & Wireless,"129,806.45"
Home & Communities Agency,TELECOMS,CENTAUR COMMUNICATIONS LTD,"1,132.70"
Home & Communities Agency,TELECOMS,CERENO,"7,311.45"
Home & Communities Agency,TELECOMS,DOLPHIN COMMUNICATION (VOICE SYSTEMS) LTD,"220,892.05"
Home & Communities Agency,TELECOMS,FUSION WORKSHOP LTD,"6,743.09"
Home & Communities Agency,TELECOMS,INTERNET VIDEOCOMMUNICATIONS,560
Home & Communities Agency,TELECOMS,ORANGE,"1,124.04"
Home & Communities Agency,TELECOMS,Questmark Limited,"2,775.00"
Home & Communities Agency,TELECOMS,REAL ASSET MANAGEMENT PLC,"2,550.00"
Home & Communities Agency,TELECOMS,SIEMENS BUILDING TECHNOLOGIES,"61,425.56"
Home & Communities Agency,TELECOMS,VOCAL,666.4
Home & Communities Agency,TELECOMS,VODAFONE CORPORATE LTD,"204,207.79"
Home & Communities Agency,TRAINING AND DEVELOPMENT,Argus Software Ltd,"12,461.48"
Home & Communities Agency,TRAINING AND DEVELOPMENT,CORNISH WEB SERVICES CONSULTANCY LTD,"3,444.00"
Home & Communities Agency,TRAINING AND DEVELOPMENT,WALKGROVE LIMITED,"53,433.13"
Home & Communities Agency,TRANSPORT,FAST TRANSPORT SERVICES,"1,965.10"
Home & Communities Agency,TRANSPORT,GLYN UPTON REMOVALS,"7,270.00"
Home & Communities Agency,TRANSPORT,KAVANAGH REMOVALS LIMITED,"5,403.50"
Home & Communities Agency,UNCLASSIFIED,4 GLOBAL,"15,000.00"
Home & Communities Agency,UNCLASSIFIED,ACANTHUS WSM ARCHITECTS,"47,150.00"
Home & Communities Agency,UNCLASSIFIED,ADD PRETIUM LTD,"4,463.60"
Home & Communities Agency,UNCLASSIFIED,AECOM Limited,"135,587.44"
Home & Communities Agency,UNCLASSIFIED,AIRBOURNE ENVIRONMENTAL CONSULTANTS LTD,638.93
Home & Communities Agency,UNCLASSIFIED,ALPHEUS ENVIRONMENTAL LTD,"9,100.00"
Home & Communities Agency,UNCLASSIFIED,ANGELA HOUSHAM CONSULTING,"58,300.30"
Home & Communities Agency,UNCLASSIFIED,Aspect Maintenance Services,"3,863.00"
Home & Communities Agency,UNCLASSIFIED,Atkins Mangement consultants,"2,385,225.31"
Home & Communities Agency,UNCLASSIFIED,B.I.G.,966.52
Home & Communities Agency,UNCLASSIFIED,BARBOUR ABI,500
Home & Communities Agency,UNCLASSIFIED,BASINGSTOKE & DEANE BOROUGH COUNCIL,668.62
Home & Communities Agency,UNCLASSIFIED,BERNWOOD ECS LTD,"89,705.00"
Home & Communities Agency,UNCLASSIFIED,BERRYS,"107,770.81"
Home & Communities Agency,UNCLASSIFIED,BIGSTUFF,"2,250.00"
Home & Communities Agency,UNCLASSIFIED,BNP Paribas Real Estate,"140,241.04"
Home & Communities Agency,UNCLASSIFIED,BOND WOLFE VENTURES LTD,"2,000.00"
Home & Communities Agency,UNCLASSIFIED,BOSTOCK AND POLLITT,"22,915.00"
Home & Communities Agency,UNCLASSIFIED,BOVIS LEND LEASE LTD,"4,500.00"
Home & Communities Agency,UNCLASSIFIED,BRIDGET SAWYERS LIMITED,"1,846.50"
Home & Communities Agency,UNCLASSIFIED,BRIDGEWOOD MANOR,696.3
Home & Communities Agency,UNCLASSIFIED,Broadwater Training Ltd,"9,596.33"
Home & Communities Agency,UNCLASSIFIED,BROWNE JACOBSON LLP,861.1
Home & Communities Agency,UNCLASSIFIED,Bruton Knowles,"32,010.76"
Home & Communities Agency,UNCLASSIFIED,BUDWORTH HARDCASTLE LTD,"6,254.41"
Home & Communities Agency,UNCLASSIFIED,Building Research Establishment Ltd,"32,349.60"
Home & Communities Agency,UNCLASSIFIED,BURA,"37,500.00"
Home & Communities Agency,UNCLASSIFIED,BUREAU VERITAS UK LIMITED,"13,623.00"
Home & Communities Agency,UNCLASSIFIED,Cambridge City Council,"25,947.50"
Home & Communities Agency,UNCLASSIFIED,CAMBRIDGESHIRE CHAMBER OF COMMERCE,"1,002.00"
Home & Communities Agency,UNCLASSIFIED,Campbell Tickell Ltd,"24,338.59"
Home & Communities Agency,UNCLASSIFIED,CANCER RESEARCH UK,"1,325.00"
Home & Communities Agency,UNCLASSIFIED,CAPITA GWENT CONSULTANCY LTD,963
Home & Communities Agency,UNCLASSIFIED,CARTER JONAS,"82,683.16"
Home & Communities Agency,UNCLASSIFIED,CENTRALIS,"27,268.66"
Home & Communities Agency,UNCLASSIFIED,CHAPTER26 LIMITED,"110,969.75"
Home & Communities Agency,UNCLASSIFIED,CHELMSFORD BOROUGH COUNCIL,"2,547.84"
Home & Communities Agency,UNCLASSIFIED,CITY DISCOVERY CENTRE,"9,600.00"
Home & Communities Agency,UNCLASSIFIED,CITY OF SUNDERLAND,"17,551.38"
Home & Communities Agency,UNCLASSIFIED,CLARE BIGGER,"38,500.00"
Home & Communities Agency,UNCLASSIFIED,CLEANTECH GROUP LLC,"2,508.81"
Home & Communities Agency,UNCLASSIFIED,CLES CONSULTING  LTD,"50,147.65"
Home & Communities Agency,UNCLASSIFIED,CLIFFORD CHANCE LLP,"8,380.50"
Home & Communities Agency,UNCLASSIFIED,CMP UNITED BUSINESS MEDIA,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,COLIN WARNOCK ASSOCIATES,"34,271.47"
Home & Communities Agency,UNCLASSIFIED,Colliers CRE,"21,475.00"
Home & Communities Agency,UNCLASSIFIED,COMMISSION FOR ARCHITECTURE & THE BUILT,"597,028.84"
Home & Communities Agency,UNCLASSIFIED,COMMON PURPOSE UK,"2,525.00"
Home & Communities Agency,UNCLASSIFIED,COMMUNITY COUNCIL FOR BERKSHIRE,"5,950.00"
Home & Communities Agency,UNCLASSIFIED,COMMUNITY FORESTS NORTH WEST LTD,"3,404.25"
Home & Communities Agency,UNCLASSIFIED,COMMUNITY KICKSTART,"11,693.60"
Home & Communities Agency,UNCLASSIFIED,CONSULT LTD,"4,945.00"
Home & Communities Agency,UNCLASSIFIED,CORE SOLUTIONS GROUP LIMITED,"4,590.00"
Home & Communities Agency,UNCLASSIFIED,CORFE CONSULTANCY LIMITED,"1,800.00"
Home & Communities Agency,UNCLASSIFIED,Cornwall County Council,"71,502.94"
Home & Communities Agency,UNCLASSIFIED,CRAWFORD & COMPANY ADJUSTERS (UK) LTD,"2,455.50"
Home & Communities Agency,UNCLASSIFIED,CRYSTAL SERVICES PLC,650
Home & Communities Agency,UNCLASSIFIED,CURRIE & BROWN WIDNELL,"177,337.25"
Home & Communities Agency,UNCLASSIFIED,CYRIL SWEETT LIMITED,"35,631.25"
Home & Communities Agency,UNCLASSIFIED,D J P CONSULTING ENGINEERS,740
Home & Communities Agency,UNCLASSIFIED,DAVID JOHN ASSOCIATES LIMITED,"2,316.75"
Home & Communities Agency,UNCLASSIFIED,David Lock Associates Limited,"9,854.00"
Home & Communities Agency,UNCLASSIFIED,DAVIS LANGDON LLP,"63,800.17"
Home & Communities Agency,UNCLASSIFIED,DEBRA YUDOLPH,"12,283.00"
Home & Communities Agency,UNCLASSIFIED,DENHURST MANAGEMENT LTD,"26,568.04"
Home & Communities Agency,UNCLASSIFIED,DIANE MACLEAN FRBS,500
Home & Communities Agency,UNCLASSIFIED,DIXON WEBB,"7,692.80"
Home & Communities Agency,UNCLASSIFIED,DLG ARCHITECTS,"15,000.00"
Home & Communities Agency,UNCLASSIFIED,Drivers Jonas,"495,683.99"
Home & Communities Agency,UNCLASSIFIED,DTZ Debenham Tie Leung,"1,333,285.30"
Home & Communities Agency,UNCLASSIFIED,DTZ PIEDA CONSULTING,"316,640.58"
Home & Communities Agency,UNCLASSIFIED,DURRANTS PRESS CUTTINGS LTD,"42,956.64"
Home & Communities Agency,UNCLASSIFIED,E C HARRIS LLP,"170,797.00"
Home & Communities Agency,UNCLASSIFIED,EAST OF OUSE  POLVER & NAR INTERNAL DRAINAGE,"3,822.40"
Home & Communities Agency,UNCLASSIFIED,EC Harris LLp,"15,768.03"
Home & Communities Agency,UNCLASSIFIED,ECOTEC RES & CONSULTING LTD,"24,012.50"
Home & Communities Agency,UNCLASSIFIED,EDMOND SHIPWAY,"1,650.00"
Home & Communities Agency,UNCLASSIFIED,ENGAGE PLANNING,"1,750.51"
Home & Communities Agency,UNCLASSIFIED,ENQUIN ENVIRONMENTAL LIMITED,"7,791.31"
Home & Communities Agency,UNCLASSIFIED,Entec UK Limited,"255,331.42"
Home & Communities Agency,UNCLASSIFIED,FAISAL ABDU' ALLAH,"4,125.00"
Home & Communities Agency,UNCLASSIFIED,FOREST ENVIRONMENTAL,600
Home & Communities Agency,UNCLASSIFIED,FORESTRY RESEARCH,"10,000.00"
Home & Communities Agency,UNCLASSIFIED,FRANKLIN SPORTS BUSINESS,"53,250.00"
Home & Communities Agency,UNCLASSIFIED,FRONTIER ECONOMICS LTD,"43,500.00"
Home & Communities Agency,UNCLASSIFIED,FUSEARCHITECTURE,"4,170.00"
Home & Communities Agency,UNCLASSIFIED,FUTURE DESIGN CONSULTANTS LTD,"1,101.00"
Home & Communities Agency,UNCLASSIFIED,G KELLY T/A G K ASSOCIATES,"7,500.00"
Home & Communities Agency,UNCLASSIFIED,G S NICOLSON,"6,600.00"
Home & Communities Agency,UNCLASSIFIED,Gabriel Chanan Ltd,"1,164.00"
Home & Communities Agency,UNCLASSIFIED,GARDINER & THEOBALD LLP,"127,342.50"
Home & Communities Agency,UNCLASSIFIED,Gemini Consultants Ltd,"18,384.38"
Home & Communities Agency,UNCLASSIFIED,GENESIS CONSULTING LTD,"2,875.00"
Home & Communities Agency,UNCLASSIFIED,GILLESPIES LLP,"22,727.83"
Home & Communities Agency,UNCLASSIFIED,GIS-JOBS.CO.UK.LTD,521.73
Home & Communities Agency,UNCLASSIFIED,Gleeds,"9,223.00"
Home & Communities Agency,UNCLASSIFIED,GREENWICH COUNCIL,"137,501.80"
Home & Communities Agency,UNCLASSIFIED,GREG CLARK,"6,671.10"
Home & Communities Agency,UNCLASSIFIED,GROUP TECHNOLOGIES UK,"102,000.00"
Home & Communities Agency,UNCLASSIFIED,GVA Grimley LLP,"799,683.96"
Home & Communities Agency,UNCLASSIFIED,GVA LAMB & EDGE,"1,750.00"
Home & Communities Agency,UNCLASSIFIED,HARD HAT COMMUNICATIONS LTD,600
Home & Communities Agency,UNCLASSIFIED,HARRIS LAMB,"8,000.00"
Home & Communities Agency,UNCLASSIFIED,HAY GROUP MANAGEMENT LIMITED,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,Hewitt Associates limited,"1,850.00"
Home & Communities Agency,UNCLASSIFIED,HILARY BURRAGE LIMITED,"23,750.00"
Home & Communities Agency,UNCLASSIFIED,HM Revenue and Customs,"91,748.48"
Home & Communities Agency,UNCLASSIFIED,Housemark Limited,"29,226.00"
