"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-01","G7-D","43129","55882","UKTI Staff Member","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-01","HEO-B","23570","32866","UKTI Staff Member","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-01","SEO-D","30885","40917","UKTI Staff Member","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-03","AO-B","16325","21869","UKTI Staff Member","11.61","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-03","EO-B","18763","27023","UKTI Staff Member","8.81","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-03","G6-B","50043","67313","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-03","G7-B","40686","55562","UKTI Staff Member","5","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-03","HEO-B","23570","32866","UKTI Staff Member","9","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-03","SEO-B","28741","40701","UKTI Staff Member","4","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","AO-B","16325","21869","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","EO-B","18763","27023","UKTI Staff Member","6","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","G6-B","50043","67313","UKTI Staff Member","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","G7-B","40686","55562","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","HEO-B","23570","32866","UKTI Staff Member","7","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","HEO-D","25152","33027","UKTI Staff Member","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-05-04","SEO-B","28741","40701","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","AO-B","16325","21869","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","EO-B","18763","27023","UKTI Staff Member","4","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","G6-B","50043","67313","UKTI Staff Member","2.67","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","G7-B","40686","55562","UKTI Staff Member","2.71","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","HEO-B","23570","32866","UKTI Staff Member","6","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","HEO-B","23570","32866","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","IntMan","0","0","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SHR - Strategy and Human Resources","SCS1-08-06-01","SEO-B","28741","40701","UKTI Staff Member","6","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI EET - Economists and Evaluation Team","SCS1-08-07-01","EO-B","18763","27023","UKTI Staff Member","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI EET - Economists and Evaluation Team","SCS1-08-07-01","G7-B","40686","55562","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI EET - Economists and Evaluation Team","SCS1-08-07-01","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI EET - Economists and Evaluation Team","SCS1-08-07-01","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","AO-B","16325","21869","UKTI Staff Member","4","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","EO-B","18763","27023","UKTI Staff Member","6.69","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","G6-B","50043","67313","UKTI Staff Member","3.59","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","G7-B","40686","55562","UKTI Staff Member","5","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","HEO-B","23570","32866","UKTI Staff Member","8.42","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","HEO-D","25152","33027","UKTI Staff Member","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","IntMan","0","0","Policy Adviser","11","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI ITF - IT and Finance","SCS1-08-08-01","SEO-B","28741","40701","UKTI Staff Member","4","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","AO-B","16325","21869","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","EO-B","18763","27023","UKTI Staff Member","5","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","G6-B","50043","67313","UKTI Staff Member","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","G7-B","40686","55562","UKTI Staff Member","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","HEO-B","23570","32866","UKTI Staff Member","14","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","HEO-D","25152","33027","UKTI Staff Member","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UKTI SG - Sectors Group","SCS1-08-09-01","SEO-B","28741","40701","UKTI Staff Member","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","AO-B","16325","21869","Correspondence Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","AO-B","16325","21869","Correspondence Support","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","AO-B","16325","21869","Ministerial Messenger","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","AO-B","16325","21869","Parliamentary Officer","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EA-D","16517","22126","Correspondence Manager","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Correspondence Manager","21.11","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Diary Manager","4","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Operational Manager","1.67","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Parliamentary Officer","5","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-B","18763","27023","Private Secretary","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-D","20133","27281","Diary Manager","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-D","20133","27281","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","EO-D","20133","27281","Private Secretary","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","G6-B","50043","67313","Senior Correspondence Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","G6-B","50043","67313","Senior Operational Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","G7-B","40686","55562","Parliamentary Officer","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","G7-B","40686","55562","Private Secretary","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","G7-B","40686","55562","Senior Operational Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","G7-D","43129","55882","Private Secretary","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-B","23570","32866","Correspondence Manager","3.65","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-B","23570","32866","Honours Secretary","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-B","23570","32866","Parliamentary Officer","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-B","23570","32866","Private Secretary","8","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-B","23570","32866","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-D","25152","33027","Operational Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-D","25152","33027","Parliamentary Officer","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-D","25152","33027","Private Secretary","3","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","HEO-D","25152","33027","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","IntMan","0","0","Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","SEO-B","28741","40701","Correspondence Manager","1.65","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","SEO-B","28741","40701","Press Officer","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","SEO-B","28741","40701","Senior Correspondence Manager","2","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","SEO-B","28741","40701","Senior Operational Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","SEO-D","30885","40917","Private Secretary","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","MPST - Ministerial and Parliamentary Supp","SCS1-09-01-01","SEO-D","30885","40917","Senior Operational Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","EO-B","18763","27023","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","EO-B","18763","27023","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","EO-D","20133","27281","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","HEO-B","23570","32866","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","AMS - Advanced Manufacturing and Services (BS)","SCS2-01-01","SEO-B","28741","40701","Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","EO-B","18763","27023","Personal Assistant","0.86","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","G7-B","40686","55562","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","G7-B","40686","55562","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","IntMan","0","0","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","SEO-B","28741","40701","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS2-01-02","SEO-B","28741","40701","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS2-01-03","AO-B","16325","21869","Team Support","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS2-01-03","EA-D","16517","22126","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS2-01-03","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS2-01-03","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS2-01-05","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GSD - Government Skills Directorate (BS)","SCS3-01","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GSD - Government Skills Directorate (BS)","SCS3-01","G7-D","43129","55882","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","AO-B","16325","21869","Team Support","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","EO-B","18763","27023","Policy Adviser","5","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","G6-B","50043","67313","Senior Policy Adviser","10.78","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","G7-B","40686","55562","Senior Policy Adviser","21.33","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","HEO-B","23570","32866","Policy Adviser","13.69","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IE - Information Economy (BS)","SCS2-01-08","SEO-B","28741","40701","Policy Adviser","12","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CEA - Chief Economic Advisor (and Support)","SCS2-02-01","AO-B","16325","21869","Team Support","0.67","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CEA - Chief Economic Advisor (and Support)","SCS2-02-01","EO-B","18763","27023","Executive Assistant","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CEA - Chief Economic Advisor (and Support)","SCS2-02-01","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CEA - Chief Economic Advisor (and Support)","SCS2-02-01","G7-B","40686","55562","Senior HR Manager","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CEA - Chief Economic Advisor (and Support)","SCS2-02-01","HEO-B","23570","32866","HR Officer","0.67","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CSA - Chief Scientific Advisor (ESBR)","SCS2-02-03","G7-B","40686","55562","Senior Policy Adviser","0.79","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CSA - Chief Scientific Advisor (ESBR)","SCS2-02-03","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CSA - Chief Scientific Advisor (ESBR)","SCS2-02-03","SEO-B","28741","40701","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","EO-B","18763","27023","Not In Post","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","EO-D","20133","27281","Personal Assistant","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G6-B","50043","67313","Finance Programme Manager","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G6-B","50043","67313","Not In Post","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G7-B","40686","55562","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G7-B","40686","55562","Partner Organisation Engagement","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G7-B","40686","55562","Senior HR Manager","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G7-D","43129","55882","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","HEO-B","23570","32866","HR Officer","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","HEO-B","23570","32866","Not In Post","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","SEO-B","28741","40701","Departmental Assurance Co-ordinator","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","SEO-B","28741","40701","Finance Officer","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","SEO-B","28741","40701","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","SEO-D","30885","40917","Policy Adviser","0.65","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS2-03-02","SEO-D","30885","40917","Programme and Project Manager","1","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","EO-B","18763","27023","Admin and Secretarial Support","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","G6-B","50043","67313","Deputy Head of Internal Audit","2","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","G6-B","50043","67313","Managing and Delivering Internal Audit Services","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","G7-B","40686","55562","Senior Internal Auditor","4","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","HEO-B","23570","32866","Internal Auditor","5","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","HEO-B","23570","32866","Trainee Auditor","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","SEO-B","28741","40701","Audit Manager","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","SEO-B","28741","40701","Risk Assurance Auditor","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","IA - Internal Audit","SCS2-03-03","SEO-B","28741","40701","Senior Internal Auditor","2","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-01","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GO SCD - Government Office for Science Directorate","SCS2-04-02","EA-D","16517","22126","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GO SCD - Government Office for Science Directorate","SCS2-04-02","EO-D","20133","27281","Team Support","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GO SCD - Government Office for Science Directorate","SCS2-04-02","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GO SCD - Government Office for Science Directorate","SCS2-04-02","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","GO SCD - Government Office for Science Directorate","SCS2-04-02","HEO-D","25152","33027","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-03","EO-D","20133","27281","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-03","G6-D","52215","67714","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-03","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-03","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-03","HEO-D","25152","33027","Policy Adviser","3.89","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS2-04-03","SEO-D","30885","40917","Policy Adviser","2.39","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS2-04-05","EO-D","20133","27281","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS2-04-05","G6-D","52215","67714","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS2-04-05","G7-B","40686","55562","Senior Policy Adviser","0.67","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS2-04-05","G7-D","43129","55882","Senior Policy Adviser","1.58","Policy"
