Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016388,30101.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016389,4352
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016393,894.35
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016791,210
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016792,6752
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016793,3150.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1016794,2500
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1017513,1729.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1017548,22160
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",25/01/2011,Language Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",AMIRA LANGUAGE SCHOOL,1016719,683.76
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,AMTEC Consulting plc,1015352,19500
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,ANDREW GEDDES,1015357,2205
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,ANDREW GEDDES,1015359,925.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,ANDREW GEDDES,1015361,1427.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ANGELA LANDAU,1015684,522
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ANTROBUS & CO LTD,1017467,232.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Grants - Statutory - Current - Other,Business & Skills Group - Further Education & Skills Investment,AOC CREATE LTD T/A ASSOCIATION OF COLLEGES,1016073,85000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1016501,2561.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1016501,6838.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1015852,8822.51
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1015852,725.44
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1015852,1013.44
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1015852,1813.59
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1015852,175.11
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,ARNOLD CLARK,1016220,41.52
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ARTHUR D HARVERD,1015678,522
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - RESEARCH BASE,ARTS AND HUMANITIES RESEARCH COUNCIL,1015752,4206000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Car Hire and Leasing,Business & Skills Group - Information Economy,ARVAL (UK) LTD,1016121,111.3
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Car Hire and Leasing,"Legal, People & Communications Group - Legal",ARVAL (UK) LTD,1015217,308.79
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Car Hire and Leasing (Programme),Market and Frameworks Group - ECO,ARVAL (UK) LTD,1015309,58.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Car Hire and Leasing (Programme),Market and Frameworks Group - ECO,ARVAL (UK) LTD,1015726,0.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Car Hire and Leasing (Programme),Market and Frameworks Group - ECO,ARVAL (UK) LTD,1015726,285.7
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Car Hire and Leasing (Programme),Market and Frameworks Group - ECO,ARVAL (UK) LTD,1015726,392.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Other Training Costs,Strategy Group - Strategy Directorate,ASCOLTO LTD,1017093,596.24
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Professional Subscriptions,Business & Skills Group - USG Admin,ASSOCIATION FOR LEARNING TECHNOLOGY,1017426,660
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - RESEARCH BASE,ASSOCIATION OF COMMONWEALTH UNIVERSITIES,1017545,49433.99
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - RESEARCH BASE,ASTON UNIVERSITY,1017641,2000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BABINGTON BUSINESS COLLEGE LTD,1015534,266.51
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BABINGTON BUSINESS COLLEGE LTD,1015534,334.98
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1015123,1825.3
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1015218,1460.24
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1015432,1825.3
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1016394,1864.14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1017086,1864.14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1017864,1864.14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal",BADENOCH AND CLARK LTD,1015485,881.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal",BADENOCH AND CLARK LTD,1015486,1277.81
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal",BADENOCH AND CLARK LTD,1016730,720
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,BANK OF ENGLAND,1016156,159.72
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BANNER BUSINESS SERVICES LTD,1015699,1461.36
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Government Procurement Card New Procedures,Corporate Payments - ,BARCLAYS BANK PLC,1016194,6298.93
