0,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,256.19,
FCO,FCO,24-Apr-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,1.79,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,"6,404.81",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,"25,619.24",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,17.61,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,53.82,
FCO,FCO,24-Apr-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,109.39,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,385.29,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,498.14,
FCO,FCO,24-Apr-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,"1,731.78",
FCO,FCO,24-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,"3,655.33",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,256.19,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,43.7,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,181.6,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,169.32,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,18.81,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,121.06,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,18.16,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,18.16,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,121.06,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,55.12,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,18.16,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,69.76,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,221.01,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,18.16,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,117.9,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,10.5,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,120.32,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,10.5,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,117.9,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,10.5,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,"2,902.12",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,10.5,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,"14,005.86",
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,181.6,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,117.9,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,202.78,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,339.96,
FCO,FCO,24-Apr-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,43.7,
FCO,FCO,24-Apr-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,982.61,
FCO,FCO,24-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,"75,290.98",
FCO,FCO,24-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000180,"372,026.03",
FCO,FCO,18-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ARTICLE 19,1043406,"25,482.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,MOTHER LONDON LTD,1041828,255,
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,MOTHER LONDON LTD,1041828,"30,000.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,MOTHER LONDON LTD,1041828,51,
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,MOTHER LONDON LTD,1041828,"6,000.00",
FCO,FCO,11-Apr-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,The Bar Council,700002521,"45,894.27",
FCO,FCO,11-Apr-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,The Bar Council,700002521,"-45,894.27",
FCO,FCO,11-Apr-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,The Bar Council,700002521,"45,894.27",
FCO,FCO,05-Apr-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,SEARCH FOR COMMON GROUND ANGOLA,200000849,"41,006.88",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ENTREPRENEURIAL & INVESTMENT PROJECT DEVELOPMENT CO.,473433,"25,891.98",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ENTREPRENEURIAL & INVESTMENT PROJECT DEVELOPMENT CO.,473433,"26,844.03",
FCO,FCO,10-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1042748,"38,911.20",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"8,214.17",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"25,000.00",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"-8,214.17",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"-25,000.00",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"8,531.90",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"24,682.27",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"-8,531.90",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,"8,531.50",
FCO,FCO,30-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1044265,0.4,
FCO,FCO,19-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,PNUD MAROC,2000268,"69,990.99",
FCO,FCO,05-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,DRIVERS JONAS DELOITTE,1042619,"29,000.00",
FCO,FCO,05-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,DRIVERS JONAS DELOITTE,1042619,"15,000.00",
FCO,FCO,05-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,DRIVERS JONAS DELOITTE,1042619,"9,329.38",
FCO,FCO,05-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,DRIVERS JONAS DELOITTE,1042619,"5,463.13",
FCO,FCO,05-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,DRIVERS JONAS DELOITTE,1042619,"5,800.00",
FCO,FCO,05-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,DRIVERS JONAS DELOITTE,1042619,"3,000.00",
FCO,FCO,05-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,DRIVERS JONAS DELOITTE,1042619,"1,865.88",
FCO,FCO,05-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,DRIVERS JONAS DELOITTE,1042619,"1,092.63",
FCO,FCO,10-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,MEDIAMIX SA,1003431,"39,549.80",
FCO,FCO,10-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,MEDIAMIX SA,1003431,"49,845.74",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,INNOVISION EVENTS LTD,1041648,"837,648.26",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,INNOVISION EVENTS LTD,1041648,"233,755.00",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INNOVISION EVENTS LTD,1041648,"46,751.00",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INNOVISION EVENTS LTD,1041648,"167,529.65",
FCO,FCO,03-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,INNOVISION EVENTS LTD,1042180,"124,365.00",
FCO,FCO,03-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INNOVISION EVENTS LTD,1042180,"24,873.00",
FCO,FCO,11-Apr-12,General Information Services,DG CHANGE & DELIVERY,WADDINGTON + LEDGER LTD,1043001,"30,878.00",
FCO,FCO,17-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,RIOH8,1008683,"48,144.65",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"15,300.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"16,065.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"11,440.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"15,015.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"14,790.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"17,340.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"13,005.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"8,415.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"18,060.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"20,210.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"11,092.50",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"11,857.50",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"10,710.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"13,005.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"18,060.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"7,350.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"13,760.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"13,760.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"18,060.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"13,005.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"16,065.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"12,240.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"12,622.50",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"13,005.00",
FCO,FCO,02-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"15,300.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"6,650.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"17,200.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"16,340.00",
FCO,FCO,02-Apr-12,UK - Air Travel,DG CENTRAL GROUP,KPMG LLP,1041738,638.17,
FCO,FCO,02-Apr-12,UK - Air Travel,DG CENTRAL GROUP,KPMG LLP,1041738,118.41,
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"34,769.68",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1041738,"35,288.13",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"3,268.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"1,330.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1041738,"3,440.00",
FCO,FCO,10-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,WARREN INTERNATIONAL MEDIA,11548,"33,951.28",
FCO,FCO,10-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,WARREN INTERNATIONAL MEDIA,11548,"-33,951.28",
FCO,FCO,10-Apr-12,Programme Spend (Oracle Projects Control Account),UK TRADE AND INVESTMENT DIRECTORATE,WARREN INTERNATIONAL MEDIA,11548,"33,951.27",
FCO,FCO,16-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MOTHER INDUSTRIES LLC,40000007865,"58,104.91",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,WIENER LIBRARY ITS ARCHIVE,1042119,"500,000.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG CHANGE & DELIVERY,AUSTRALIAN GOVERNMENT,11542,"44,437.81",
FCO,FCO,17-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,LINN ADVERTISING,17157762,"25,011.76",
FCO,FCO,22-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,EGYPTIAN PARALYMPIC COMMITTEE,2000000086,"42,741.78",
FCO,FCO,13-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,FONNEGRA GERLEIN S.A,32226,"41,275.70",
FCO,FCO,19-Apr-12,Programme Spend (Oracle Projects Control Account),DG CHANGE & DELIVERY,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"29,000.00",
FCO,FCO,19-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"5,800.00",
FCO,FCO,19-Apr-12,Programme Spend (Oracle Projects Control Account),DG CHANGE & DELIVERY,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"-29,000.00",
FCO,FCO,19-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"-5,800.00",
FCO,FCO,19-Apr-12,Programme Spend (Oracle Projects Control Account),DG CHANGE & DELIVERY,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"26,000.00",
FCO,FCO,19-Apr-12,Programme Spend (Oracle Projects Control Account),DG CHANGE & DELIVERY,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"3,000.00",
FCO,FCO,19-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BAA BUSINESS SUPPORT CENTRE LTD,1043595,"5,200.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,THE MET OFFICE GOVERNMENT SERVICES,1042039,"49,418.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,BBC - BRITISH BROADCASTING CORPORATION,1041334,"86,000.00",
FCO,FCO,13-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BBC - BRITISH BROADCASTING CORPORATION,1043103,"500,000.00",
FCO,FCO,13-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BBC - BRITISH BROADCASTING CORPORATION,1043103,"12,700,000.00",
FCO,FCO,24-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1043835,"44,974.70",
FCO,FCO,24-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1043835,"8,994.94",
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,"31,906.00",
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,544,
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,"6,381.20",
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,"-31,906.00",
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,-544,
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,"31,906.00",
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,544,
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,108.8,
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,-544,
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,-108.8,
FCO,FCO,27-Apr-12,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1044185,544,
FCO,FCO,02-Apr-12,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,BRIGHT HORIZONS FAMILY SOLUTION LTD,1041365,"41,619.66",
FCO,FCO,16-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1043259,"727,828.00",
FCO,FCO,24-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1043841,"13,440,000.00",
FCO,FCO,24-Apr-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1043841,"280,000.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,NATO,1003416,"50,642.65",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,NATO,1003417,"50,642.65",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,NATO,1003418,"50,642.65",
FCO,FCO,25-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL CRIMINAL COURT,1003496,"6,695,058.69",
FCO,FCO,02-Apr-12,FCO Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1041606,"47,490.63",
FCO,FCO,02-Apr-12,FCO Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1041606,"9,498.13",
FCO,FCO,02-Apr-12,Hospital/Specialist Treatment,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1041607,"46,744.30",
FCO,FCO,02-Apr-12,Hospital/Specialist Treatment,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1041607,"44,526.44",
FCO,FCO,02-Apr-12,Hospital/Specialist Treatment,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1041607,"20,015.12",
FCO,FCO,11-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG POLITICAL,CABINET OFFICE,4001673,"92,752.00",
FCO,FCO,02-Apr-12,Information Systems Maintenance,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"46,497.06",
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"25,205.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1041388,"32,186.31",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1041388,"6,437.26",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1041388,"9,299.41",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1041388,"5,041.00",
FCO,FCO,02-Apr-12,Information Systems Maintenance,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"-46,497.06",
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"-25,205.00",
FCO,FCO,02-Apr-12,Information Systems Maintenance,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"46,497.06",
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"25,205.00",
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"-25,205.00",
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"4,458.00",
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,11.1,
FCO,FCO,02-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1041388,"20,735.90",
FCO,FCO,11-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1042878,"112,301.98",
FCO,FCO,11-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1042878,"22,460.40",
FCO,FCO,12-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1043020,"69,563.30",
FCO,FCO,12-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1043020,"32,186.31",
FCO,FCO,12-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1043020,"13,912.66",
FCO,FCO,12-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1043020,"6,437.26",
FCO,FCO,02-Apr-12,"HR, Training and Education Consultancy",DG CHANGE & DELIVERY,INSPIRING BUSINESS PERFORMANCE LTD,1041649,"21,726.25",
FCO,FCO,02-Apr-12,"HR, Training and Education Consultancy",DG CHANGE & DELIVERY,INSPIRING BUSINESS PERFORMANCE LTD,1041649,"4,345.25",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CHATHAM HOUSE,1041409,"37,990.00",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CHATHAM HOUSE,1041409,"15,000.00",
FCO,FCO,05-Apr-12,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,CITY OF WESTMINSTER,1042610,"1,620,420.00",
FCO,FCO,11-Apr-12,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,CITY OF WESTMINSTER,1042885,"676,987.75",
FCO,FCO,23-Apr-12,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,CITY OF WESTMINSTER,1043790,"3,996,080.00",
