Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Capital Grants - Other,Business & Skills Group - Advanced Manufacturing Industries,UNIVERSITY OF SHEFFIELD,1029379,5438997
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Capital Grants - Other,Business & Skills Group - Advanced Manufacturing Industries,UNIVERSITY OF SHEFFIELD,1029379,75647
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,MEDICAL RESEARCH COUNCIL,1029380,11000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Courier Services,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ROYAL MAIL GROUP LTD T/A ROYAL MAIL,1029381,121.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Recruitment Consultancy Costs,Knowledge and Innovation Group - Higher Education,CINDY BUTTS,1029382,3528
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",RICOH UK LTD,1029383,442.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1029384,1108.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2011,Media and Design Services,Knowledge and Innovation Group - Learners,COI COMMUNICATIONS,1029385,2420
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Learners,COI COMMUNICATIONS,1029385,958.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2011,Stationery,Market and Frameworks Group - Fair Markets Director General's Office,OFFICE DEPOT UK LTD,1029386,184.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS BUTTERWORTHS,1029387,192.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2011,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,1029388,520
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Grants - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,VEHICLE CERTIFICATION AGENCY,1029389,255000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029391,1.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029391,37.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029392,35.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Hire of Agency Staff (Professional/Management),Business & Skills Group - Information Economy,YORKSHIRE FORWARD,1029393,594.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Hire of Agency Staff (Professional/Management),Business & Skills Group - Information Economy,YORKSHIRE FORWARD,1029393,6793.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Hire of Agency Staff (Professional/Management),Business & Skills Group - Information Economy,YORKSHIRE FORWARD,1029393,405.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029394,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NRA LTD,1029395,37500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029396,345.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,ROYAL BANK OF CANADA TRUSTEES LTD T/A TRUSTEE FOR BROADLAND UNIT TRUST (KBC),1029397,15795
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029399,320.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1029400,282000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029401,574.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029402,519.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029403,515.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029404,415.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Freight Charges,Finance & Commercial Group - Commercial Directorate,DHL GLOBAL FORWARDING (UK) LTD,1029405,7446.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Freight Charges,Finance & Commercial Group - Commercial Directorate,DHL GLOBAL FORWARDING (UK) LTD,1029406,1064.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1029407,3470.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1029408,44662.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1029408,19221.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Honoraria / Fees and Expenses,Knowledge and Innovation Group - Government Office For Science,SHEILA DREW SMITH,1029409,620
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Government Office For Science,HESPERIA VICTORIA UK LTD T/A HESPERIA LONDON VICTORIA,1029410,1972.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Government Office For Science,HESPERIA VICTORIA UK LTD T/A HESPERIA LONDON VICTORIA,1029410,200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1029412,531
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1029413,595.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029414,0.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029414,7.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,CHARLES GOODHART,1029415,4000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029417,1.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,PEILL & COMPANY LTD,1029418,19500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,PEILL & COMPANY LTD,1029418,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,ROYAL BANK OF CANADA TRUSTEES LTD T/A TRUSTEE FOR BROADLAND UNIT TRUST (KBC),1029419,3962.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,KNIGHT FRANK LLP,1029421,1861.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,JONES LANG LASALLE LTD,1029422,79950
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,SAVILLS COMMERCIAL LTD,1029423,80700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029424,777.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029425,229.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029425,290.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029426,415.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,On-Line Databases,Shareholder Executive - Shareholder Executive,COMPANIES HOUSE,1029427,4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029428,519.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Courier Services,Finance & Commercial Group - Commercial Directorate,TNT UK LTD,1029429,48.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029430,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029431,624.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029432,1.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029432,1.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029433,414.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,Telecommunications,Business & Skills Group - Information Economy,DAISY COMMUNICATIONS LTD,1029435,35.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Interdepartmental Dispatch Services,Finance & Commercial Group - Commercial Directorate,GOVERNMENT CAR AND DESPATCH AGENCY,1029436,4299
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029437,777.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1029438,49.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029439,0.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029439,7.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1029440,131.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1029441,5.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1029441,745.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1029441,1289.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1029441,10.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1029441,36167.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029442,350.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Interdepartmental Dispatch Services,Finance & Commercial Group - Commercial Directorate,GOVERNMENT CAR AND DESPATCH AGENCY,1029443,16135
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1029444,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1029444,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,SOUTH WEST BUILDERS FEDERATION,1029446,6375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1029447,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1029447,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1029448,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1029448,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1029449,481.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1029450,487.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1029451,51965.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1029452,5724.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1029452,48609.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029453,39721.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029453,1594.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Media and Design Services,Business & Skills Group - Advanced Manufacturing Industries,FOLIO CREATIVE COMMUNICATION,1029454,3360
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,SYRITTA ALGORITHMICS LTD,1029455,2800.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,SYRITTA ALGORITHMICS LTD,1029455,250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029456,8.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029457,512.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029458,534.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029459,12.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029460,1780.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029461,2194.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029462,11522.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029463,1.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029464,90780.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029465,2516790.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029466,648759.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029467,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1029468,706207.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029469,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1029470,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Publications,"Legal, People & Communications Group - Legal Services",BLACKWELL UK LTD,1029472,28.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,COLLIER & MADGE PLC (ALLSOP COMMERCIAL MANAGEMENT LTD),1029473,29239.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,LONGFIELD VENTURES LTD,1029477,79680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,DVS PROPERTY LTD,1029478,59625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Other Accommodation Charges,Finance & Commercial Group - Commercial Directorate,RUSSAM GMS LTD,1029479,2756.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Rates,Finance & Commercial Group - Commercial Directorate,LEEDS CITY COUNCIL,1029480,40918.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1029481,6900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,JAMES J ANGEL,1029482,250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1029483,47733
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1029483,10500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029486,4236
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029487,1516.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,COLLIERS INTERNATIONAL UK PLC,1029488,46771.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029489,1801.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,JONES LANG LASALLE LTD,1029491,18168
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,JONES LANG LASALLE LTD,1029491,1881
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029492,2280
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,JONES LANG LASALLE LTD,1029494,-638.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029496,3600.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,JONES LANG LASALLE LTD,1029497,7051.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,JONES LANG LASALLE LTD,1029497,2349
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029498,1590
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1029499,2118
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,LEXISNEXIS BUTTERWORTHS,1029500,11000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,REGINALD COOK & CO,1029504,4200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,SANDERSON WEATHERALL LLP,1029505,1730.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1029506,69300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1029506,18832.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,TARGETFOLLOW,1029508,22500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,TARGETFOLLOW,1029508,6193.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,TARGETFOLLOW,1029509,10856.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,TARGETFOLLOW,1029509,3067.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",FENNERS CHAMBERS,1029510,114
