Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",WORDWAVE INTERNATIONAL LTD T/A MERRILL LEGAL SOLUTIONS,1029511,264.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,UNIVERSITY OF SHEFFIELD,1029512,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029513,407.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029514,581.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029515,446.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,AMEC NUCLEAR UK LTD,1029516,99.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,AMEC NUCLEAR UK LTD,1029516,902.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,AMEC NUCLEAR UK LTD,1029516,261.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Catering Services (Programme),Knowledge and Innovation Group - Government Office For Science,ONE QUEEN ANNE'S GATE,1029517,648
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,DR TOBIAS W FEAKIN,1029518,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Coaching,Business & Skills Group - Enterprise Directorate,LEARNLAB LTD,1029519,657.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1029522,10699.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Recoveries Account,Corporate Payments,SEPURA PLC,1029525,909.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,IT Services (Programme),Shareholder Executive - Shareholder Executive,FUJITSU SERVICES LTD,1029526,3673.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,IT Services (Programme),Shareholder Executive - Shareholder Executive,FUJITSU SERVICES LTD,1029526,24643
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029528,1685.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029528,1786.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1029529,32.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1029530,28.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,BIS Tax Deductions,Corporate Payments,HM REVENUE & CUSTOMS,1029531,542.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1029532,32.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1029533,3340.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1029534,10099.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1029535,608.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Economic Consultancy and Research,Knowledge and Innovation Group - Innovation,BIRKBECK COLLEGE,1029536,25000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/06/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1029538,255.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1029542,1342.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Catering Services,Business & Skills Group - Economic Development Directorate,BAXTERSTOREY LTD,1029543,21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,IT Maintenance and Management Services,"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1029544,11602.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1029545,13800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1029545,1921.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Telephone Helpline Services,Market and Frameworks Group - Employment Relations,COI COMMUNICATIONS,1029546,64260
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Telephone Helpline Services,Market and Frameworks Group - Employment Relations,COI COMMUNICATIONS,1029546,212.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1029548,185.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1029549,625.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029550,616.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1029551,745.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029552,658.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1029553,695.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2011,Professional Training,Shareholder Executive - Shareholder Executive,BPP LEARNING MEDIA LTD,1029554,142.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Stationery,Shareholder Executive - Shareholder Executive,OFFICE DEPOT UK LTD,1029555,184.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1029561,834.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1029563,617.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1029569,568.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029571,612.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1029572,603.82
