Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269445,1231.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269443,513.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Subsistence Payments- Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269443,1050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Taxis (Programme),Universities and Skills Group - Government Skills,PREMIER CARS (CARDIFF) LTD,995825,-12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education & Skills Investment,SUPER STORAGE LTD,996245,-280.692
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,996334,4259.375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,996334,9452.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,996334,10193.125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,996334,17009.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,996334,725000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Non-GIA Funding of Bodies (Departmental and Non-Departmental),Fair Markets Group Summary - Insolvency Service,THE INSOLVENCY SERVICE,996464,4000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ANDREW LOCKHART,996381,540.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Accommodation Rentals (Programme),Finance & Commercial Group - Information and Workplace Strategies,DLA PIPER UK LLP,996352,675000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,996409,1095.18225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Professional Searches,Universities and Skills Group - USG Admin,NEIL STEWART ASSOCIATES,996378,703.825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Advertising,Shareholder Executive - Shareholder Executive,PETER LOCKYER ADVERTISING LTD,996377,962.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Corporate Event Management and Marketing,"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",UBM INFORMATION LTD,996384,9999.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,VENN GROUP LTD,996360,696.62225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Training & Skills - Consultancy Advice,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,WINDSOR FELLOWSHIP,996231,-9000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Training & Skills - Consultancy Advice,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,WINDSOR FELLOWSHIP,996231,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Training & Skills - Consultancy Advice,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,WINDSOR FELLOWSHIP,996231,9000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,AZCOM BUSINESS SOLUTIONS LTD,996358,25042
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Hire of Conference Facilities,Finance & Commercial Group - Information and Workplace Strategies,BAXTERSTOREY LTD,996344,32875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,CAPGEMINI UK plc,995097,1842.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CRAVEN PUBLISHING LTD,996468,1295
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,996356,902.12975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),996471,805
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996357,16876.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,996371,2756.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Water,Finance & Commercial Group - Information and Workplace Strategies,THAMES WATER UTILITIES LTD,996354,588.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,THE SCOTTISH GOVERNMENT,996375,41340
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Rates,Finance & Commercial Group - Information and Workplace Strategies,THE SCOTTISH GOVERNMENT,996375,7807.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,THE SCOTTISH GOVERNMENT,996375,15025.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,996349,878.806
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Grants - Non Statutory - Current - Other,Business Group - Life Sciences,PAUL O'BYRNE,996114,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Grants - Non Statutory - Current - Other,Business Group - Life Sciences,ROLAND VAN VOLLENHOVEN,996343,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Translation Services (Programme),"Innovation, Enterprise & Better Regulation Executive - Innovation",UBIQUS UK LTD T/A WESTMINSTER SONUS COMMUNICATIONS,996385,5546
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BARTS AND THE LONDON NHS TRUST,996513,1000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SYNGENTA CROP PROTECTION INC,995021,963.313771
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),994124,-345.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),994125,-345.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATIONAL SCIENCE TECHNOLOGY AND INNOVATION POLICY OFFICE,996107,1003
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF NEWCASTLE UPON TYNE,996264,7869.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,996394,890.7205
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269471,653.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Government Skills,NATIONAL SCHOOL OF GOVERNMENT,996480,805
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education & Skills Investment,SOVEREIGN TRUSTEES LIMITED (TRUSTEE COMPANY OF ADDLESHAW GODDARD),996373,1288.975
