Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,IRON MOUNTAIN LTD,995949,1384.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,IRON MOUNTAIN LTD,995949,2600.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,IRON MOUNTAIN LTD,995949,4689.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,LEXISNEXIS UK,995984,1894
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,LEXISNEXIS UK,995985,12161.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,995820,-446.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,995549,14664
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10269358,562.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,PROQUEST INFORMATION & LEARNING LTD,995953,2027
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PURCHASING CARD CONSULTANCY LTD,995964,8000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995922,649.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,SOUTH EAST DRAWING OFFICE LTD,996091,734.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE BDP MEDIA GROUP LTD,996083,2109.125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,THE NATIONAL ARCHIVES,995910,55000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Press Office Facilities,"Legal, People & Communications Group - Communications Directorate",THE NEWSPAPER LICENSING AGENCY LTD,996120,85406.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Child Care,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",TINIES UK LTD,996130,2562
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,PARITY RESOURCES LTD,995565,5922
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Capital Grants - Other,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",ROYAL BRITISH LEGION,996133,2000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Conference and Exhibition Services (Programme),"Business Group - Solutions for Business, Low Carbon & Services",PROMOTIONAL LOGISTICS LTD,995533,889.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF LEEDS,996096,958.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Technical Support,Business Group - Advanced Manufacturing Industries,HEALTH & SAFETY EXECUTIVE,996121,10634.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,CORE ACHIEVEMENT LTD,995916,2793.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Estates Consultancy and Professional Services,Business Group - Economic Development Directorate,KNIGHT FRANK LLP,996176,3106.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,HUNTERS CONTRACTS (SCOTLAND) LTD T/A HCS BUSINESS INTERIORS,995751,3169.5625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,HUNTERS CONTRACTS (SCOTLAND) LTD T/A HCS BUSINESS INTERIORS,995751,12860.375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,BIS Tax Deductions,Corporate Balance,ZZZZINLAND REVENUE,996217,511.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Board Members Tax Deductions (Suspense Account),Corporate Balance,ZZZZINLAND REVENUE,996218,22455.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Board Members National Insurance Deductions (Suspense Account),Corporate Balance,ZZZZINLAND REVENUE,996215,10147.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996167,21093.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996167,288955.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996167,353300.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,UK Subscriptions,SCIENCE & RESEARCH GROUP - UK Space Agency,EURISY,995237,8670
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996171,32500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996171,647888.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,STANDARDS VERIFICATION UK LTD,996271,36018
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,PROMOTIONAL LOGISTICS LTD,993885,1450.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996044,-2225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996050,-2225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996046,-1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996053,-1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996054,-1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996046,1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996046,1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996053,1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996053,1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996054,1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996054,1225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996044,2225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996044,2225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996050,2225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MOD - (THE ACCOUNTING OFFICER MINISTRY OF DEFENCE),996050,2225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Consultancy Advice Provided From Third Parties,Universities and Skills Group - Learners,SHM PRODUCTIONS LTD,996269,12729.35075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DARBYS,996163,879.19375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,996169,-661.8825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,996169,661.8825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,996169,676.27125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CAMERON BROWN,996182,569.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CARPE-DATUM,996174,2533.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Economic Consultancy & Research,Fair Markets Group Summary - Employment Relations,NATIONAL CENTRE FOR SOCIAL RESEARCH(NATCEN),996259,64647.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,External Training,Finance & Commercial Group - Finance Group,NATIONAL SCHOOL OF GOVERNMENT (CMPS),996270,670
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10269404,652.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,TFPL LTD,996137,1021.122
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,External Training,Fair Markets Group Summary - ECO,THE CREATIVE MANAGEMENT CONSULTANCY LTD,996168,-4320
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,External Training,Fair Markets Group Summary - ECO,THE CREATIVE MANAGEMENT CONSULTANCY LTD,996168,3600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,External Training,Fair Markets Group Summary - ECO,THE CREATIVE MANAGEMENT CONSULTANCY LTD,996168,4320
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Other Training Costs,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,WILSON SHERRIFF LTD,996224,1300.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996235,-96229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996244,915.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996249,4376
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996239,39367.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996235,95024.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996235,96229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,996235,235001.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,996195,8782.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,996194,9912.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995770,761.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995972,5780.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995767,-141.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996150,631.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996149,1220.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996139,5157.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996148,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995772,4388.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,992647,13302.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,996022,-342483.5815
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,996023,23909.82825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,996022,342483.5815
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,996022,349928.8768
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996159,1380
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,995746,-1153.83825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,995746,546.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,995746,1153.72075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,995746,1153.83825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,ELAN COMPUTING LTD,996190,3990
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,ELAN COMPUTING LTD,996192,5700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Grants - Non Statutory - Current - Other,Business Group - Life Sciences,MARK GENOVESE,995639,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Non-GIA Funding of Bodies (Departmental and Non-Departmental),"Innovation, Enterprise & Better Regulation Executive - Innovation",NATIONAL MEASUREMENT OFFICE,996209,5544000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROMOTIONAL LOGISTICS LTD,995675,1118.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269438,1304.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269425,3294
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269406,1336.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Technical Support,Business Group - Advanced Manufacturing Industries,CARTAKEBACK.COM LTD,996247,11700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Outsourced Programme Management Services,Universities and Skills Group - Higher Education,THE SOCIAL MOBILITY FOUNDATION,996191,22627.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Publications (Programme),Universities and Skills Group - Skills Directorate,PROMOTIONAL LOGISTICS LTD,995591,879.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Publications (Programme),Universities and Skills Group - Skills Directorate,PROMOTIONAL LOGISTICS LTD,995591,1094.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/10,Publications (Programme),Universities and Skills Group - Skills Directorate,PROMOTIONAL LOGISTICS LTD,995591,2848.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,995986,2179.625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,995987,3113.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,996283,-0.10575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,996282,3449.81175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,996283,10381.172
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,996284,12074.12375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996319,2275.975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996320,4852.87925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996317,27109.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996317,112716.9628
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996317,129250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996317,286779.336
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996299,91333.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER BADGER,996177,1496.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER BADGER,996179,2083.275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CARPE-DATUM,996196,4087.825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Buildings Insurance (Programme),Finance & Commercial Group - Information and Workplace Strategies,NOEL O'CALLAGHAN GBP,996338,2390.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,External Training,Universities and Skills Group - USG Admin,NATIONAL SCHOOL OF GOVERNMENT (CMPS),995782,875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,996316,508.48125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Other Overseas T&S,Business Group - Information Economy,"Personal Expense, Name Witheld",10269446,692.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,External Training,Strategy Group - Strategy Directorate,"Personal Expense, Name Witheld",10269468,825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Finance & Accounting Advice,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,996322,768
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Finance & Accounting Advice,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,996322,1608
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,External Training,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE OPEN UNIVERSITY,996311,2965
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Other Staff Welfare Costs,Universities and Skills Group - USG Admin,WINDSOR FELLOWSHIP,996252,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Catering Services,Finance & Commercial Group - Information and Workplace Strategies,BAXTERSTOREY LTD,996321,997.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995680,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995909,-4203.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995909,-7.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995909,4203.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995909,4203.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,XEROX (UK) LTD,989437,-8027.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,XEROX (UK) LTD,996310,42551.22675
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Grants - Non Statutory - Current - Other,"Business Group - Solutions for Business, Low Carbon & Services",THE NATIONAL ARCHIVES,995491,9139
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Grants - Non Statutory - Current - Other,"Business Group - Solutions for Business, Low Carbon & Services",THE NATIONAL ARCHIVES,995491,273588
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,990320,2211.777306
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,NORTHERN IRELAND ENVIRONMENT LINK,996314,500
