Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1000528,609.24925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Legal",ADECCO UK LTD,1001154,617.05125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategy Group - Strategy Directorate,ADECCO UK LTD,1002843,621.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Legal",ADECCO UK LTD,1001156,635.78075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Priority Projects Drectorate",ADECCO UK LTD,1001609,636.62675
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategy Group - Strategy Directorate,ADECCO UK LTD,1001246,637.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Priority Projects Drectorate",ADECCO UK LTD,1002848,640.751
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategy Group - Strategy Directorate,ADECCO UK LTD,1001608,645.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1001602,676.81175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1002831,676.81175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1001595,680.10175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",ADECCO UK LTD,1000503,691.42875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",ADECCO UK LTD,1000561,691.42875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1002397,691.42875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1000562,710.3815
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1001598,710.3815
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategic Policy Analysis - Strategic Policy Analysis,ADECCO UK LTD,1001725,725.59775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1001730,727.8655
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1001243,733.07075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1002856,733.07075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",ADECCO UK LTD,1002871,771.0115
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1002859,778.21425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1001244,779.92975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Corporate Law and Governance,ADECCO UK LTD,1000505,783.913
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Corporate Law and Governance,ADECCO UK LTD,1001152,794.33525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1001600,800.75075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1003084,805.956
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Legal",ADECCO UK LTD,1002846,808.0005
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Legal",ADECCO UK LTD,1002846,808.0005
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",ADECCO UK LTD,1001129,816.3665
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",ADECCO UK LTD,1001606,816.3665
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategic Policy Analysis - Strategic Policy Analysis,ADECCO UK LTD,1000467,826.78875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",ADECCO UK LTD,1002862,884.775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategic Policy Analysis - Strategic Policy Analysis,ADECCO UK LTD,1002844,925.6885
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",ADECCO UK LTD,1000502,929.472
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",ADECCO UK LTD,1001248,951.80875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,ALLEN LANE LTD,1001044,5557.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Hotels Overseas,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",AMERICAN EXPRESS SERVICES EUROPE LTD,1001875,505.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Other External Recruitment Costs (Staff),Business Group - Information Economy,ANALYSYS MASON LTD,1001293,14871.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,External Training,Business Group - Economic Development Directorate,BERKSHIRE CONSULTANCY LTD,1000843,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,External Training,Business Group - Economic Development Directorate,BERKSHIRE CONSULTANCY LTD,1000843,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Static Line Rental,"Legal, People & Communications Group - Legal",BRITISH TELECOMMUNICATIONS plc (BT),1001298,-62.85075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Static Line Rental,"Legal, People & Communications Group - Legal",BRITISH TELECOMMUNICATIONS plc (BT),1001298,-9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Static Line Rental,Fair Markets Group Summary - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1002910,-8.98875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Static Line Rental,Fair Markets Group Summary - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1001346,637.0615
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Business Group - Business Environment and Growth Directorate,BROOK STREET (UK) LTD,1001197,653.8875
