Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1023790,23520
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1023793,1260
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1024778,240
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1025161,400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Others UK Travel & Subsistence (Programme),"Legal, People & Communications Group - Communications Directorate",BALMORAL TRANSPORT SERVICES LTD,1023657,760
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Others UK Travel & Subsistence (Programme),"Legal, People & Communications Group - Communications Directorate",SANDOWN LIMOUSINE,1024681,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",CHARTERED INSTITUTE OF PUBLIC RELATIONS,1024683,720
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Other Training Costs (Programme),Finance & Commercial Group - Finance Group,CONSENSIA CONSULTING LTD,1023955,4201.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Other Training Costs (Programme),Finance & Commercial Group - Finance Group,CABINET OFFICE,1024193,5940
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Finance Group,ADECCO UK LTD,1023528,565.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Recruitment Consultancy Costs,Finance & Commercial Group - Finance Group,ALLEN LANE LTD,1023673,11050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Finance Group,ADECCO UK LTD,1025295,599.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Rail Fares,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10277060,43.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Taxis,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10277060,14.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Subsistence Payments,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10277060,17.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Rail Fares,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10276901,41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Staff Transfer/Detached Duty Costs,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10276957,401.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,IT Services (Programme),Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025240,1229.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,IT Services (Programme),Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025240,23286.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1023974,2026.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1024561,2026.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Professional Subscriptions,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10277110,193
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1024367,968.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1024367,771.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1024943,256629.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1024943,84945.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1024943,11283.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025196,2968.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025200,6750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025200,37265.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025203,18513
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025205,135.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025208,13630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025210,210
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025222,3150.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025226,6752
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025230,1285
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025232,7618.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025233,182.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025236,16350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025242,405.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025244,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/04/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1025403,30101.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BANNER BUSINESS SERVICES LTD,1018751,-8.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,INITIAL CATERING SERVICES LTD T/A AUTOGRAPH,1023660,423.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BANNER BUSINESS SERVICES LTD,1023841,24.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,1023862,-9.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,1023862,1734.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BANNER BUSINESS SERVICES LTD,1023863,114.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1023933,13365.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1023934,132735.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1023959,1389.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1024066,27806.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1024066,3163.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1024787,15196.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1024787,4253.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,1025118,512.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1025267,1129.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1025267,15704.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Government Procurement Card New Procedures,Finance & Commercial Group - Finance Group,BARCLAYS BANK PLC,1025419,77950.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Government Procurement Card New Procedures,Finance & Commercial Group - Finance Group,BARCLAYS BANK PLC,1025420,114954.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BARCLAYS BANK PLC,1025421,325056.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1025963,9469.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Insurance,Finance & Commercial Group - Finance Group,MARSH LTD,1023811,18000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Insurance,Finance & Commercial Group - Finance Group,MARSH LTD,1023811,1080
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Other Printing and Stationery Costs,Finance & Commercial Group - Finance Group,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LTD,1023885,4.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Legal Services and Advice Agency,Finance & Commercial Group - Finance Group,FLINT BISHOP LLP T/A FLINT BISHOP SOLICITORS,1024202,5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Static Line Rental,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1024365,133.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1024913,29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Static Line Rental,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1025369,22.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Static Line Rental,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1025371,22.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,1024245,30141.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,1024245,43319.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,IT Software Licences,Finance & Commercial Group - Finance Group,WK TAX AND ACCOUNTING LTD T/A CCH TEAMMATE,1024255,5537.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Technical Advice / Services & Support,Finance & Commercial Group - Finance Group,PARITY RESOURCES LTD,1023988,3750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Finance & Accounting Advice,Finance & Commercial Group - Finance Group,INTERQUEST GROUP (UK) LTD (IGUKL) T/A SAND RESOURCES,1024891,10252
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Finance & Accounting Advice,Finance & Commercial Group - Finance Group,INTERQUEST GROUP (UK) LTD (IGUKL) T/A SAND RESOURCES,1024892,466
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Technical Advice / Services & Support,Finance & Commercial Group - Finance Group,PARITY RESOURCES LTD,1025334,7125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/04/2011,Other Staff Costs (Programme),Finance & Commercial Group - Finance Group,BADENOCH AND CLARK LTD,1025649,1463.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Recruitment Consultancy Costs,Finance & Commercial Group - Finance Group,ALLEN LANE LTD,1023668,10200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1023824,3828
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS SPECIALIST RECRUITMENT LTD,1024333,3828
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Secondees (not paid directly),Finance & Commercial Group - Finance Group,SKILLS FUNDING AGENCY,1024483,8538.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Professional Subscriptions,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10276898,210
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services - Programme,Finance & Commercial Group - Finance Group,DEPARTMENT FOR EDUCATION,1023401,123266
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services - Programme,Finance & Commercial Group - Finance Group,DEPARTMENT FOR EDUCATION,1023409,82177
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Taxis,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10277046,5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Publications,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,JONES YARRELL LEADENHALL,1023803,100.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Publications,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,JONES YARRELL LEADENHALL,1023950,15.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Publications,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,JONES YARRELL LEADENHALL,1023952,52.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Rail Fares,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277067,5.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Taxis,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277067,25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Hotels Overseas,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277067,516.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Subsistence Payments Overseas,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277067,14.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Other Overseas Travel & Subsistence,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277067,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Rail Fares,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277068,20.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Taxis,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,"Personal Expense, Name Witheld.",10277068,20.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ADECCO UK LTD,1022482,716.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ADECCO UK LTD,1023496,597.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ADECCO UK LTD,1024814,686.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,External Training,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ABILITYNET,1025375,385
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Telecommunications,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,BT CONFERENCING,1024798,55.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Sponsorship Support,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1024481,33809.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Sponsorship Support,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1024481,34.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Other Staff Costs,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,THE INSOLVENCY SERVICE,1024212,3574.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Other Training Costs,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,UNIVERSITY OF STRATHCLYDE,1023786,2600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Other Training Costs,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1024871,125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Other Training Costs,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,BIRKBECK COLLEGE,1023789,4632
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,SKILLS FUNDING AGENCY,1023662,-1439.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,SKILLS FUNDING AGENCY,1023665,23839.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,P R THORNTON T/A CLARITY ECONOMICS,1023683,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,NATIONAL INSTITUTE OF ECONOMIC AND SOCIAL RESEARCH,1023787,6370
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,TRENDS BUSINESS RESEARCH LTD,1023819,2985
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ERA TECHNOLOGY LTD,1023878,9980
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,PROFESSOR MARK HART,1023956,2430
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,MARK CASSON,1024135,1875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,BECKFORD CONSULTING,1024584,8000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Professional Subscriptions,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,HM REVENUE & CUSTOMS,1025006,7936
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Economic Consultancy & Research,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,PROFESSOR MARK HART,1025326,270
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,DEPARTMENT FOR EDUCATION,1023401,44370
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,DEPARTMENT FOR EDUCATION,1023409,39245
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,DEPARTMENT FOR EDUCATION,1023478,70194
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1023401,189376
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1023409,179829
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payment for Shared Services,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1023478,215794.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Other UK Travel & Subsistence,Finance & Commercial Group - Commercial Directorate,"Personal Expense, Name Witheld.",10276888,8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1023130,97.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023226,4.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023229,8.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023251,4794
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023307,189.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023307,3690.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023318,1726.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023318,619.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023319,134.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023320,2115
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023320,889.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023330,130
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1023394,4912.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1023479,2243.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1023544,3452.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1023566,4700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023570,1465.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023570,164.64
