Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014991,19703.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014992,957.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014993,1207.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014995,39017.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Outsourced Programme Management Services,"Innovation, Enterprise & Better Regulation Executive - Innovation",ALISON CROWTHER ASSOCIATES LTD,1014998,4258.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014999,8946.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Outsourced Programme Management Services,"Innovation, Enterprise & Better Regulation Executive - Innovation",ALISON CROWTHER ASSOCIATES LTD,1015000,1650.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,External Training,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",LEARNLAB LTD,1015013,2943
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Telecommunications,Finance & Commercial Group - Information and Workplace Strategies,QUESTMARK,1015020,3266.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Hire of Conference Facilities,Business Group - Economic Development Directorate,JOHN INNES CENTRE,1015022,1080
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015029,774.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015031,831.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1015032,720
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1015033,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1015037,7500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,1015039,13630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,CREDIT SUISSE SECURITIES (EUROPE) LTD,1015041,8621.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1015045,14045.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1015046,8706.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,LOGICA UK LTD,1015047,46878.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1015048,6079.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,LOGICA UK LTD,1015063,12167.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Professional Training,Shareholder Executive - Shareholder Executive,HAWKSMERE LTD T/A KAPLAN,1015068,4000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1015073,940
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015075,5287.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015075,9076.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015075,13912
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015075,17009.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FRISBY SOLICITORS LTD T/A FRISBY AND CO,1015078,3151.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,UNIVERSITY OF SUSSEX,1015083,5923
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FCO SERVICES,1015087,943.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE LONDON APPRENTICESHIP COMPANY,1015101,604.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Professional Training,Business Group - Business Competitiveness - Secretariat/GRU,"Personal Expense, Name Witheld",10274935,562.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Capital Grants - Other,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",ROYAL BRITISH LEGION,1014559,2000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,STANDARDS VERIFICATION UK LTD,1014625,43461
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,LIFELONG LEARNING UK (LLUK),1014628,358961
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",NATIONAL COUNCIL FOR GRADUATE ENTREPRENEURSHIP,1015014,225000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1015035,15000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1015035,237325
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1015035,474625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1015035,580100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DEPARTMENT FOR EDUCATION,1015082,323043
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRADFORD COLLEGE,1015084,177100.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,AON LTD,1015085,2850
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROF STEFAN DERCON,1015086,4567.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/12/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015102,20753.44
