Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HILLINGDON LB,,5000164236,"275,779.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HINCKLEY & BOSWORTH BC,,5000164065,"10,492.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HORSHAM DC,,5000164066,"20,317.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HOUNSLOW LB,,5000164237,"236,775.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HULL CITY COUNCIL,,5000164246,"192,850.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,,5000164379,"56,143.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HUMBERSIDE POLICE,,5000164417,"119,944.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HUNTINGDONSHIRE DC,,5000164067,"18,458.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,HYNDBURN BC,,5000164238,"13,551.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,IPSWICH BC,,5000164239,"32,364.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ISLE OF WIGHT CNCL,,5000164240,"178,776.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ISLES OF SCILLY COUNCIL,,5000164241,"3,058.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ISLINGTON LB,,5000164242,"211,535.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,,5000164380,"107,966.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KENT COUNTY CNCL,,5000164244,"1,434,222.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KENT POLICE AUTHORITY,,5000164363,"220,349.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KETTERING BC,,5000164245,"15,971.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KINGS LYNN & WEST NORFOLK BC,,5000164068,"15,744.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KINGSTON UPON THAMES  (HSG),,5000164069,"212,559.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KIRKLEES COUNCIL (HSG),,5000164070,"388,720.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,KNOWSLEY MBC,,5000164247,"131,256.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,5000164389,"74,589.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASHIRE COUNTY CNCL,,5000164249,"1,061,826.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASHIRE POLICE AUTHORITY,,5000164418,"171,409.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASTER CITY CNCL,,5000164071,"20,883.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEEDS CITY CNCL,,5000164250,"669,171.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICESTER CITY CNCL (HSG),,5000164072,"234,225.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICESTERSHIRE COUNTY CNCL,,5000164251,"597,052.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICESTERSHIRE POLICE AUTHORITY,,5000164419,"134,947.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,,5000164395,"42,465.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEWES DC,,5000164073,"18,528.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LEWISHAM LB (HSG),,5000164074,"230,533.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LICHFIELD DC,,5000164252,"13,473.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE COUNTY CNCL,,5000164254,"629,301.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE POLICE AUTHORITY,,5000164420,"105,866.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LIVERPOOL CITY COUNCIL,,5000164255,"406,818.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF HACKNEY,,5000164223,"189,937.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF LAMBETH,,5000164248,"246,263.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF NEWHAM,,5000164264,"178,824.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF REDBRIDGE,,5000164286,"248,859.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,LUTON BC,,5000164256,"157,365.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MAIDSTONE BC,,5000164075,"33,527.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MALDON DC,,5000164076,"10,565.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MALVERN HILLS DC,,5000164257,"10,100.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MANCHESTER CITY CNCL (HSG),,5000164077,"350,219.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MANSFIELD DC,,5000164258,"14,601.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MEDWAY TOWNS D C (HSG),,5000164078,"246,308.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MELTON BC,,5000164079,"8,417.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MENDIP DISTRICT COUNCIL,,5000164080,"15,021.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,,5000164364,"68,104.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MERSEYSIDE POLICE AUTHORITY,,5000164421,"153,759.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MERTON LB,,5000164259,"206,059.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MID DEVON DC,,5000164081,"12,879.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MID SUFFOLK DC,,5000164082,"13,528.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MID SUSSEX DC,,5000164083,"21,457.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MIDDLESBROUGH BC,,5000164260,"125,279.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MILTON KEYNES BC,,5000164261,"231,267.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,MOLE VALLEY DC,,5000164084,"15,407.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NEW FOREST DC,,5000164085,"28,444.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NEWARK & SHERWOOD DC (HSG),,5000164086,"16,194.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NEWCASTLE UNDER LYME BC,,5000164262,"17,277.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NEWCASTLE UPON TYNE DC,,5000164263,"264,982.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORFOLK COUNTY COUNCIL,,5000164265,"855,326.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORFOLK POLICE AUTHORITY (RSG),,5000164365,"142,789.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH DEVON DC,,5000164087,"14,321.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH DORSET DC,,5000164088,"7,127.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH EAST DERBYSHIRE DC,,5000164266,"14,102.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH EAST LINCOLN DC (HSG),,5000164089,"148,530.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH HERTS DC (HOUSING) (HSG),,5000164090,"24,713.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH KESTEVEN DC,,5000164267,"12,773.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH LINCOLNSHIRE DC (HSG),,5000164091,"165,721.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH NORFOLK DC,,5000164092,"14,314.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH SOMERSET DC,,5000164268,"225,548.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH TYNESIDE MBC,,5000164269,"212,978.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH WARWICKSHIRE BC,,5000164093,"11,174.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH WEST LEICESTER DC,,5000164094,"14,160.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE CC (DL7 8AL),,5000164270,"614,884.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,5000164397,"46,517.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,5000164423,"153,222.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTON BOROUGH COUNCIL,,5000164271,"35,064.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,,5000164272,"602,138.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE POLICE AUTH,,5000164422,"113,153.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHUMBERLAND COUNTY COUNCIL,,5000164400,"374,948.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHUMBRIA POLICE AUTH (RSG),,5000164366,"91,192.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NORWICH CITY CNCL,,5000164273,"23,019.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NOTTINGHAM CITY COUNCIL,,5000164274,"251,068.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NOTTINGHAMSHIRE COUNTY CNCL,,5000164275,"767,860.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NOTTINGHAMSHIRE POLICE AU (RSG),,5000164367,"133,210.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,5000164384,"57,982.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,NUNEATON & BEDWORTH BC,,5000164276,"20,071.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,OADBY & WIGSTON BC (HSG),,5000164095,"9,088.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,OLDHAM MBC,,5000164277,"211,991.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,OXFORD CITY COUNCIL,,5000164278,"30,887.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,OXFORDSHIRE CC,,5000164279,"706,684.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,PENDLE BC,,5000164280,"15,760.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,PETERBOROUGH CITY CNCL,,5000164281,"153,321.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,PLYMOUTH CITY CNCL,,5000164282,"239,804.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,POOLE BC (HSG),,5000164096,"177,887.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,PORTSMOUTH CITY COUNCIL,,5000164283,"172,123.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,PRESTON BC,,5000164284,"26,113.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,PURBECK DC,,5000164097,"8,089.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,READING BC,,5000164285,"172,067.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,,5000164287,"141,170.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,REDDITCH BC,,5000164288,"14,418.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,REIGATE & BANSTEAD BC,,5000164289,"28,587.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RIBBLE VALLEY BC,,5000164098,"7,866.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RICHMOND UPON THAMES LB,,5000164290,"287,381.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RICHMONDSHIRE DC,,5000164099,"9,142.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROCHDALE MBC,,5000164291,"197,178.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROCHFORD DISTRICT COUNCIL,,5000164292,"15,783.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROSSENDALE BC,,5000164293,"13,756.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROTHER DC (HSG),,5000164100,"17,894.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROTHERHAM MBC,,5000164294,"231,589.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROYAL BERKSHIRE FIRE AUTHORITY,,5000164377,"46,499.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ROYAL BOROUGH OF KENSINGTON & CHELS,,5000164243,"194,725.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RUGBY BC,,5000164295,"15,078.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RUNNYMEDE BOROUGH COUNCIL,,5000164296,"11,517.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RUSHCLIFFE BOROUGH COUNCIL,,5000164101,"13,558.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RUSHMOOR BC,,5000164297,"14,574.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RUTLAND CC,,5000164298,"52,090.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,RYEDALE DC,,5000164102,"9,418.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SALFORD CITY CNCL,,5000164299,"232,320.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SANDWELL MBC,,5000164300,"252,114.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SCARBOROUGH BC,,5000164103,"21,947.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SEDGEMOOR DC,,5000164104,"13,109.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SEFTON MBC,,5000164301,"294,743.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SELBY DC,,5000164105,"11,908.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SEVENOAKS DC,,5000164106,"22,997.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SHEFFIELD CITY CNCL,,5000164302,"491,907.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SHEPWAY DISTRICT COUNCIL,,5000164107,"24,394.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,,5000164394,"33,592.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SHROPSHIRE UNITARY AUTHORITY,,5000164405,"322,474.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SLOUGH BOROUGH COUNCIL,,5000164303,"119,650.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOLIHULL MBC,,5000164304,"234,175.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOMERSET COUNTY CNCL,,5000164305,"503,557.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH BUCKS DC (HSG),,5000164108,"11,733.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH CAMBRIDGESHIRE DC,,5000164109,"17,335.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH DERBYSHIRE D C,,5000164110,"11,965.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH GLOUCESTERSHIRE DC (HSG),,5000164111,"282,564.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH HAMS DC,,5000164112,"12,814.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH HOLLAND,,5000164113,"11,648.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH KESTEVEN DC (HSG),,5000164114,"15,731.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH LAKELAND DC,,5000164115,"20,382.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH NORFOLK DC,,5000164116,"15,188.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH NORTHAMPTONSHIRE DC,,5000164117,"14,289.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH OXFORDSHIRE DC,,5000164118,"17,124.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH RIBBLE BC,,5000164306,"18,975.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH SOMERSET DC,,5000164119,"22,788.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH STAFFORDSHIRE DC,,5000164120,"9,460.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH TYNESIDE COUNCIL,,5000164307,"145,014.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH YORKSHIRE FIRE & CD (RSG),,5000164368,"57,699.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH YORKSHIRE P A,,5000164424,"126,894.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTHAMPTON CITY CNCL,,5000164308,"206,465.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTHEND ON SEA BC,,5000164309,"171,594.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTHWARK LB,,5000164310,"225,741.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SPELTHORNE DC,,5000164121,"16,935.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ST ALBANS CITY COUNCIL,,5000164311,"26,119.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ST EDMUNDSBURY (HSG),,5000164122,"16,730.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,ST HELENS MBC,,5000164312,"161,282.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORD BC,,5000164313,"17,220.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,5000164383,"60,738.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE COUNTY CNCL,,5000164314,"740,422.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE MOORLANDS DC,,5000164123,"13,012.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE POLICE AUTHORITY,,5000164425,"159,485.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STEVENAGE BC,,5000164315,"13,572.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STOCKPORT MBC,,5000164316,"339,520.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STOCKTON-ON-TEES BC (HSG),,5000164124,"180,051.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STOKE ON TRENT CITY COUNCIL,,5000164317,"203,852.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STRATFORD ON AVON DC,,5000164318,"16,805.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,STROUD DC (HSG),,5000164125,"20,197.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK CC (SOCIAL CARE SERV) (H,,5000164126,"722,073.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK COASTAL DC (HSG),,5000164127,"18,589.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK POLICE AUTHORITY,,5000164426,"103,030.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SURREY COUNTY CNCL,,5000164319,"1,383,685.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SURREY HEATH BC,,5000164320,"17,580.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SURREY POLICE AUTHORITY,,5000164427,"246,082.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SUSSEX POLICE AUTHORITY,,5000164369,"217,551.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SUTTON LB,,5000164321,"210,902.00",Yes,
