Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,11/05/2011,Subscriptions,Finance & Corporate Services,CABINET OFFICE,,5106162669,780.00,,
Communities & Local Government,DCLG,11/05/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106162713,"929,022.34",,
Communities & Local Government,DCLG,11/05/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106162763,"-35,715.80",,
Communities & Local Government,DCLG,11/05/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,5106162486,987.50,,
Communities & Local Government,DCLG,11/05/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,5106162750,"3,208.58",,
Communities & Local Government,DCLG,11/05/2011,Training,Finance & Corporate Services,HEALTH MANAGEMENT LTD,,5106162675,"19,861.50",,
Communities & Local Government,DCLG,11/05/2011,Waste Disposal and pest control,Finance & Corporate Services,EAST LONDON COM RECYCLING PSHIP,,5106162665,"1,200.00",,
Communities & Local Government,DCLG,11/05/2011,Web Services,Finance & Corporate Services,RED NOMAD LIMITED,,5106162503,559.20,,
Communities & Local Government,DCLG,12/05/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,,5106162786,"12,528.00",,
Communities & Local Government,DCLG,12/05/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,,5106162790,"1,596.00",,
Communities & Local Government,DCLG,12/05/2011,Current Grants to Non Profit Bodies,Localism,VOLUNTARY ACTION CUMBRIA,Yes,2100203552,"20,000.00",Yes,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,2100203631,-5.11,,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,2100203631,"-5,302.68",,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162635,9.97,,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162635,"8,564.87",,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162642,5.11,,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162642,"5,302.68",,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162654,9.50,,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162654,"7,990.56",,
Communities & Local Government,DCLG,12/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162655,"8,118.83",,
Communities & Local Government,DCLG,12/05/2011,Fares UK,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203601,"1,196.35",,
Communities & Local Government,DCLG,12/05/2011,Fixed Maintenance,Localism,NORTHANTS FIRE & RESCUE SERVICE,,2100203635,"-1,836.09",,
Communities & Local Government,DCLG,12/05/2011,Fixed Maintenance,Localism,NORTHANTS FIRE & RESCUE SERVICE,,2100203636,"-1,539.52",,
Communities & Local Government,DCLG,12/05/2011,Fixed Maintenance,Localism,NORTHANTS FIRE & RESCUE SERVICE,,5106162832,"1,539.52",,
Communities & Local Government,DCLG,12/05/2011,Fixed Maintenance,Localism,NORTHANTS FIRE & RESCUE SERVICE,,5106162834,"1,836.09",,
Communities & Local Government,DCLG,12/05/2011,IT - Service Contracts,Localism,SELEX SYSTEMS INTEGRATION,,5106162682,"14,156.40",,
Communities & Local Government,DCLG,12/05/2011,IT Maintenance,Finance & Corporate Services,S A S SOFTWARE LTD,,5106162794,"4,740.00",,
Communities & Local Government,DCLG,12/05/2011,IT Maintenance,Treasury,LA INT COMPUTER CONSULTANTS LTD,,5106162770,"8,790.80",,
Communities & Local Government,DCLG,12/05/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106162758,"1,249.50",,
Communities & Local Government,DCLG,12/05/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106162760,839.90,,
Communities & Local Government,DCLG,12/05/2011,Medals,Localism,ROYAL MINT,,5106162792,504.90,,
Communities & Local Government,DCLG,12/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106162607,202.07,,
Communities & Local Government,DCLG,12/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106162607,756.67,,
Communities & Local Government,DCLG,12/05/2011,Publications,Finance & Corporate Services,LEXIS-NEXIS UK,,5106162795,863.45,,
Communities & Local Government,DCLG,12/05/2011,Publicity,Finance & Corporate Services,PRESS ASSOCIATION,,5106162788,"1,145.46",,
Communities & Local Government,DCLG,12/05/2011,Research,Localism,BOARD OF MUSLIM SCHOLARS,,5106162771,"20,000.00",,
Communities & Local Government,DCLG,12/05/2011,Subscriptions,Neighbourhoods,CHARTERED INST OF HOUSING,Yes,5106162768,900.00,,
Communities & Local Government,DCLG,12/05/2011,Training,Treasury,DCLG GOVERNMENT PROCUREMENT CARD,,1000003190,"1,584.00",,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,207.46,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,196.84,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,0.97,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,113.02,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,189.17,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,55.58,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,69.62,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,89.83,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,76.88,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,32.68,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,18.00,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,65.44,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,21.06,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,38.19,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,119.16,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,1.51,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,19.19,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,103.63,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.48,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,0.54,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,25.38,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,26.71,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,2.42,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,28.16,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,23.02,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,207.99,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,36.00,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,69.83,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,37.81,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,105.28,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,19.13,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.62,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,716.22,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,92.87,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,ORANGE (AIRTIME/LINE RENTAL),,2100203632,0.08,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,36.16,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,30.86,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,18.00,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,13.18,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,20.62,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,97.12,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,43.27,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,51.23,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,26.11,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,41.59,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,267.35,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,67.18,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.70,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,0.90,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,66.40,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,147.96,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,40.12,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,78.50,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,105.20,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,115.92,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,14.98,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,179.90,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,2.44,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,9.70,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.50,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,35.44,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,90.46,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Localism,ORANGE (AIRTIME/LINE RENTAL),,2100203632,95.02,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.40,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,0.67,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.40,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,548.63,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.40,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,66.02,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,109.58,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,44.30,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,5.08,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,38.71,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,13.54,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,125.89,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.40,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,63.58,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,18.48,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,3.20,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,104.67,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,85.32,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.87,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,4.78,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.50,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,34.25,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.56,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,35.98,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.69,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,8.14,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.40,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,42.13,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.47,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,1.07,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Neighbourhoods,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.41,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Strategic Performance Team,ORANGE (AIRTIME/LINE RENTAL),,2100203632,96.90,,
Communities & Local Government,DCLG,13/05/2011,Cmmunication Telecom Costs,Strategic Performance Team,ORANGE (AIRTIME/LINE RENTAL),,2100203632,17.40,,
