Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,828795,9923.84
Ministry of Defence,Ministry of Defence,01/08/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,826172,9891.83
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Navy Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,827195,9849.68
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,830384,9809.1
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,829397,9796.16
Ministry of Defence,Ministry of Defence,16/08/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,832160,9706.16
Ministry of Defence,Ministry of Defence,05/08/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,9682.74
Ministry of Defence,Ministry of Defence,08/08/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,829359,9633.99
Ministry of Defence,Ministry of Defence,26/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE21 7XX,837031,9627.8
Ministry of Defence,Ministry of Defence,03/08/2011,Food and clothing,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,827220,9613.7
Ministry of Defence,Ministry of Defence,09/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,829529,9612.94
Ministry of Defence,Ministry of Defence,18/08/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,833605,9589.62
Ministry of Defence,Ministry of Defence,22/08/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,834382,9580.85
Ministry of Defence,Ministry of Defence,23/08/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,835188,9557.89
Ministry of Defence,Ministry of Defence,18/08/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,833355,9514.07
Ministry of Defence,Ministry of Defence,15/08/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,831589,9490.36
Ministry of Defence,Ministry of Defence,30/08/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,837638,9488
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,C06 1HD,827733,9471.03
Ministry of Defence,Ministry of Defence,25/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,836440,9452.2
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,C F ANDERSON & SON LIMITED,C06 1HD,835081,9310.78
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,829524,9291.99
Ministry of Defence,Ministry of Defence,30/08/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000012589,9280.39
Ministry of Defence,Ministry of Defence,22/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAILION DEUTSCHLAND AG,,5000061450,9267.3
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,834271,9260.28
Ministry of Defence,Ministry of Defence,19/08/2011,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,833838,9232.34
Ministry of Defence,Ministry of Defence,05/08/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,9121.18
Ministry of Defence,Ministry of Defence,09/08/2011,General services and support,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,829529,9091.58
Ministry of Defence,Ministry of Defence,19/08/2011,Food and clothing,Defence Infrastructure Organisation ,RANDSTAD DEUTSCHLAND GMBH,,5000061364,9070.38
Ministry of Defence,Ministry of Defence,25/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,S.COM GROUP LTD,LU1 3BA,836462,9070.2
Ministry of Defence,Ministry of Defence,10/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,829904,8995.99
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,827642,8907.71
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Central TLB,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,837384,8887.75
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,830966,8819.84
Ministry of Defence,Ministry of Defence,31/08/2011,IT and communication services,Air Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,837937,8776.98
Ministry of Defence,Ministry of Defence,25/08/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,836066,8751.8
Ministry of Defence,Ministry of Defence,05/08/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,828701,8743.09
Ministry of Defence,Ministry of Defence,03/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,GH NIBLETT T/A SEVERN VALE TRUCK MOVEMENTS,GL10 2BB,827306,8682.93
Ministry of Defence,Ministry of Defence,10/08/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,829948,8656.2
Ministry of Defence,Ministry of Defence,22/08/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,834874,8652.52
Ministry of Defence,Ministry of Defence,10/08/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,830010,8642.63
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,834999,8639.25
Ministry of Defence,Ministry of Defence,26/08/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,836689,8612.7
Ministry of Defence,Ministry of Defence,09/08/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,8561.6
Ministry of Defence,Ministry of Defence,05/08/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,828406,8456.49
Ministry of Defence,Ministry of Defence,16/08/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,832059,8366.83
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,833720,8362.14
Ministry of Defence,Ministry of Defence,12/08/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,831060,8345.09
Ministry of Defence,Ministry of Defence,22/08/2011,Design services and minor equipment purchases,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,834836,8299.21
Ministry of Defence,Ministry of Defence,25/08/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,GU2 7YF,836018,8291.55
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,837797,8269.85
Ministry of Defence,Ministry of Defence,24/08/2011,Food and clothing,Land Forces,ARAMARK LTD,LS16 6QY,835504,8237.6
Ministry of Defence,Ministry of Defence,30/08/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,RH1 1RX,837756,8221.3
Ministry of Defence,Ministry of Defence,17/08/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,832731,8201.4
Ministry of Defence,Ministry of Defence,09/08/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,MCGEOCH TECHNOLOGY LTD,B19 3PA,829664,8164.8
Ministry of Defence,British Defence Staff -United States,02/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,INTERSTATE,,280214,8154.93
Ministry of Defence,British Defence Staff -United States,19/08/2011,Medical treatment & stores and welfare services,Air Command,MERITAIN HEALTH,,281655,8142.75
Ministry of Defence,Ministry of Defence,05/08/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,828362,8100.32
Ministry of Defence,Ministry of Defence,26/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,836835,8100
Ministry of Defence,Ministry of Defence,17/08/2011,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,832607,8097.64
Ministry of Defence,Ministry of Defence,10/08/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,830298,7964.82
Ministry of Defence,Ministry of Defence,11/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,830425,7960
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Land Forces,OFFICE DEPOT UK LTD,SP10 4JZ,837604,7934.58
Ministry of Defence,Ministry of Defence,18/08/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,833713,7930.61
Ministry of Defence,Ministry of Defence,01/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,826643,7894.8
Ministry of Defence,Ministry of Defence,12/08/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,831445,7884.07
Ministry of Defence,Ministry of Defence,11/08/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,830613,7865.02
Ministry of Defence,Ministry of Defence,01/08/2011,Design services and minor equipment purchases,Air Command,TORBAY AERO SERVICES INC,A1B 3M9,2185119,7862.06
Ministry of Defence,Ministry of Defence,23/08/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,835403,7854.24
Ministry of Defence,Ministry of Defence,05/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,828269,7812.18
Ministry of Defence,Ministry of Defence,04/08/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,827691,7802.07
Ministry of Defence,Ministry of Defence,03/08/2011,Fees for professional services,Defence Equipment & Support,WYEDEAN WEAVING COMPANY  LIMITED (THE),BD22 8PA,827635,7800
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,827076,7795.37
Ministry of Defence,Ministry of Defence,18/08/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,833048,7786.97
Ministry of Defence,Ministry of Defence,08/08/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,828832,7735.65
Ministry of Defence,Ministry of Defence,03/08/2011,Payment of utilities,Navy Command,GB OILS LIMITED,FK5 4RB,827299,7723.2
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,837166,7717.52
Ministry of Defence,Ministry of Defence,05/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,WEBER UK LIMITED,CO9 2EX,828777,7699.06
Ministry of Defence,Ministry of Defence,15/08/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,831647,7657.26
Ministry of Defence,Ministry of Defence,10/08/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,830298,7656.8
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of inventory and services ,Land Forces,SERVICES SOUND & VISION CORPORATION,SL9 8TN,831956,7653.73
Ministry of Defence,Ministry of Defence,05/08/2011,Externally delivered education and training,Air Command,QINETIQ LIMITED,PO12 2AG,828654,7645
Ministry of Defence,Ministry of Defence,16/08/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,832505,7611.53
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,837797,7601.81
Ministry of Defence,Ministry of Defence,22/08/2011,Externally delivered education and training,Land Forces,THE UNIVERSITY OF WESTMINSTER,W1W 6XH,834945,7488
Ministry of Defence,Ministry of Defence,19/08/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,833814,7462.93
Ministry of Defence,Ministry of Defence,31/08/2011,General services and support,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,837913,7462.64
Ministry of Defence,Ministry of Defence,18/08/2011,Fees for professional services,Navy Command,LGC LTD,TW11 0LY,833402,7434.18
Ministry of Defence,Ministry of Defence,18/08/2011,Fees for professional services,Air Command,LGC LTD,TW11 0LY,833402,7434.17
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Land Forces,SERVICES SOUND & VISION CORPORATION,SL9 8TN,830833,7412.03
Ministry of Defence,Ministry of Defence,25/08/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,836015,7373.62
Ministry of Defence,Ministry of Defence,11/08/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000012426,7353.37
Ministry of Defence,Ministry of Defence,04/08/2011,Payment of utilities,Central TLB,WATSON PETROLEUM LTD,SN15 5DN,828253,7337.46
Ministry of Defence,Ministry of Defence,05/08/2011,General services and support,Land Forces,CANON (UK) LIMITED,RH2 8BF,828362,7300.38
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,830485,7245.33
Ministry of Defence,Ministry of Defence,18/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,SN5 8RS,833196,7241.44
Ministry of Defence,Ministry of Defence,05/08/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,828523,7219.82
Ministry of Defence,Ministry of Defence,04/08/2011,Fuel for military use,Command Joint Operations,ARVAL UK LTD,SN5 6PE,827673,7190.92
Ministry of Defence,Ministry of Defence,16/08/2011,Estate management,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,832160,7121.51
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,833720,7104.29
Ministry of Defence,Ministry of Defence,23/08/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,835165,7044.54
Ministry of Defence,Ministry of Defence,31/08/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,838213,7026.18
Ministry of Defence,Ministry of Defence,26/08/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,836794,7023.65
Ministry of Defence,Ministry of Defence,11/08/2011,Estate management,Air Command,AVENANCE PLC,SK11 6ET,830423,7009.2
Ministry of Defence,Ministry of Defence,17/08/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,832737,6996.88
Ministry of Defence,Ministry of Defence,25/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,AEROSPACE & AIRWORTHINESS CONSULTANCY ENTERPRISES LIMITED,OX1 5DX,836024,6993
Ministry of Defence,Ministry of Defence,17/08/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,832640,6977.98
Ministry of Defence,Ministry of Defence,25/08/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,836066,6956.91
Ministry of Defence,Ministry of Defence,31/08/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,837995,6900
Ministry of Defence,Ministry of Defence,04/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,827818,6898
Ministry of Defence,Ministry of Defence,16/08/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,832145,6868.45
Ministry of Defence,Ministry of Defence,22/08/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,834499,6828.54
Ministry of Defence,British Defence Staff -United States,19/08/2011,Medical treatment & stores and welfare services,Central TLB,MERITAIN HEALTH,,281655,6827.41
Ministry of Defence,Ministry of Defence,19/08/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,833763,6771.15
Ministry of Defence,Ministry of Defence,22/08/2011,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,834358,6668.2
