Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,On-Line Databases (Programme),Fair Markets Group Summary - Consumer and Competition Policy,OFFICE OF FAIR TRADING,999641,293974.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999419,190490.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999457,1129641.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",CAPITAL FOR ENTERPRISE LTD,1000030,393000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,External Training (Programme),Business Group - Information Economy,DIGITAL OUTREACH LTD,997914,16525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,External Training (Programme),Business Group - Information Economy,DIGITAL OUTREACH LTD,997914,47395
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Sponsorship Support,Business Group - Information Economy,INDEPENDENT NETWORKS CO-OPERATIVE ASSOCIATION LTD,997259,25117.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Printing (Programme),Business Group - Information Economy,PROMOTIONAL LOGISTICS LTD,998064,509.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,999508,62500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Financial Advice and Services,"Innovation, Enterprise & Better Regulation Executive - Innovation",CAPITAL FOR ENTERPRISE LTD,998886,14391.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,External Training (Programme),"Innovation, Enterprise & Better Regulation Executive - Innovation",THE YOUNG FOUNDATION,997628,33500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,997669,-2162.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,997666,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,997672,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,999326,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,999327,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,997668,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,DR KEVIN TANSEY,998487,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - UK Space Agency,FASHION AWARENESS DIRECT,998393,1250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - UK Space Agency,IMPERIAL COLLEGE LONDON,997890,3947
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,THE IDEAS FOUNDATION,997560,4950
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,UNIVERSITY OF LEICESTER,998389,800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,UNIVERSITY OF LEICESTER,998389,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,ENVIRONMENT SYSTEMS LTD,998390,23147.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EOCI,999587,508.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EOCI,997841,1680.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Misc Prog Expenses (DATA MIG),SCIENCE & RESEARCH GROUP - UK Space Agency,MET OFFICE,998656,-491956
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Misc Prog Expenses (DATA MIG),SCIENCE & RESEARCH GROUP - UK Space Agency,MET OFFICE,998656,491956
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Misc Prog Expenses (DATA MIG),SCIENCE & RESEARCH GROUP - UK Space Agency,MET OFFICE,998656,491956
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,QINETIQ LTD,997262,1303.075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,UCL CONSULTANTS LTD,998012,5200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",DESIGN COUNCIL,998229,420000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),997573,31839.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),997571,31839.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999456,97500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999394,113502.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),998802,113666.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),998802,150000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999978,266666.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999394,332523.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),997573,468160.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),999394,1000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Purchase of  Advertising and Publicity (Programme),Fair Markets Group Summary - Employment Relations,BOUNTY UK LTD,997486,9350
