Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005553,4792.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1004130,5680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,6731.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,6731.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,6731.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,6731.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004183,7353
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,7389.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,7389.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,7389.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,7389.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,8533.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,8533.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,8533.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,8533.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,17536.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,17536.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,17536.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,17536.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,70523.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,70523.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,70523.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,70523.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1004956,725.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1004956,1013.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1004956,1813.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1004956,8822.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,HIGHWAYS AGENCY,1005226,733.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1003565,769.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1003602,769.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1004203,4915.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,MEINHARDT (UK) LTD,1005036,5120
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1005102,5274.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1004205,5452.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,CUSHMAN & WAKEFIELD LLP,1003500,8000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,MEINHARDT (UK) LTD,1004226,13192
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,COMPANIES HOUSE,1005570,19811.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004182,1821.44975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004176,1853.10425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,NATIONAL MEASUREMENT OFFICE,1003595,2395.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004185,4307.18575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004181,7821.35225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004174,13060.25425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004173,38739.327
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,1004234,-88.6305
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Gas,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,1003463,966.21425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,1004236,973.8635
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,1004235,1080.23625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1004134,2583.44
