Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Economic Consultancy & Research,Fair Markets Group Summary - Employment Relations,NATIONAL CENTRE FOR SOCIAL RESEARCH(NATCEN),1005204,33939.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Economic Consultancy & Research,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",IFF RESEARCH LTD,1004538,72500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Corporate Management Consultancy,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",KEMPSHOTT RESEARCH MANAGEMENT,1004673,1874.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1003645,4215
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1003148,6905
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Insolvency Service Policy Work,Fair Markets Group Summary - Insolvency Service,THE INSOLVENCY SERVICE,1003416,1400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Insolvency Service Policy Work,Fair Markets Group Summary - Insolvency Service,THE INSOLVENCY SERVICE,1003416,159200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Other Accommodation Charges,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,1004677,15480.625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Catering Services,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE CADOGAN HOTEL,1004166,1210.297
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Hire of Conference Facilities,Business Group - Advanced Manufacturing Industries,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1004593,3396.502
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Hire of Conference Facilities,Universities and Skills Group - USG Admin,NATIONAL SPACE SCIENCE CENTRE,1003776,3467.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Telecommunications,SCIENCE & RESEARCH GROUP - UK Space Agency,PREMIERE CONFERENCING IRELAND LTD,1005030,-165.346
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Telecommunications,Fair Markets Group Summary - ECO,BRITISH TELECOMMUNICATIONS plc,1005284,-0.01175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Telecommunications,Business Group - Information Economy,INTERCALL CONFERENCING SERVICES LTD,1004335,545.37625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Mobile Phones,Business Group - Information Economy,VODAFONE LTD,1003031,-24.6045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Mobile Phones,Business Group - Information Economy,VODAFONE LTD,1003031,-23.34725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Mobile Phones,Business Group - Information Economy,VODAFONE LTD,1003031,-16.15625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Mobile Phones,Business Group - Information Economy,VODAFONE LTD,1003440,-8.8595
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Mobile Phones,"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",VODAFONE LTD,1005335,-5.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Mobile Phones,"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",VODAFONE LTD,1005335,-4.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Mobile Phones,Fair Markets Group Summary - Fair Markets Director General's Office,VODAFONE LTD,1003298,-4.4965
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Static Line Rental,"Legal, People & Communications Group - Communications Directorate",BT UK BUSINESS ACCOUNTS,1004013,1618.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Static Call Charges,Universities and Skills Group - USG Admin,BT UK BUSINESS ACCOUNTS,1004341,-102.35425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Mobile Call Charges,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,O2 (UK) LTD.,1003434,-21.23225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Mobile Call Charges,"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",O2,1003137,-1.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Mobile Call Charges,Fair Markets Group Summary - Europe Directorate,VODAFONE LTD,1005452,-0.01175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Other IT Costs,Business Group - Information Economy,DAISY COMMUNICATIONS LTD,1004872,-231.898
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Maintenance of Office Machinery,Finance & Commercial Group - Information and Workplace Strategies,PITNEY BOWES LTD,1004417,508.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Maintenance of Office Machinery,Finance & Commercial Group - Information and Workplace Strategies,PITNEY BOWES FINANCE PLC,1005342,1782.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1003891,603.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1003866,633.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Printing,Finance & Commercial Group - Finance Group,THE STATIONERY OFFICE LTD,1003373,1720
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Printing,Fair Markets Group Summary - Corporate Law and Governance,THE STATIONERY OFFICE LTD,1004926,2558.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Printing,Business Group - Economic Development Directorate,THE STATIONERY OFFICE LTD,1005049,3972.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Stationery,"Legal, People & Communications Group - Legal",VIKING DIRECT LTD,1003855,-376.235
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Stationery,"Legal, People & Communications Group - Legal",VIKING DIRECT LTD,1003935,-231.4045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Stationery,"Legal, People & Communications Group - Legal",VIKING DIRECT LTD,1003935,-231.4045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Stationery,"Legal, People & Communications Group - Legal",VIKING DIRECT LTD,1003937,-201.40675
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Stationery,"Innovation, Enterprise & Better Regulation Executive - Innovation",LYRECO UK LTD,1004913,-0.705
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Stationery,"Legal, People & Communications Group - Legal",VIKING DIRECT LTD,1003937,-0.01175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Computer Consumables,Fair Markets Group Summary - ECO,XMA LTD,1003641,-181.792
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Publications,Business Group - Advanced Manufacturing Industries,JONES YARRELL LEADENHALL,1003706,-7.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1004748,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Publications,"Legal, People & Communications Group - Legal",BLACKWELL UK LTD,1003330,598
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1004746,680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1003485,683.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1005312,889
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,JONES YARRELL LEADENHALL,1003963,1058.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Other Publication Costs,Business Group - Advanced Manufacturing Industries,UNDERSTANDING ANIMAL RESEARCH,1005175,1100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Library Services,"Legal, People & Communications Group - Legal",PRACTICAL LAW COMPANY LTD,1004348,3333.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Media Services,"Legal, People & Communications Group - Communications Directorate",NEWS INTERNATIONAL ASSOCIATED SERVICES LTD,1004751,520
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Media Services,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,COI COMMUNICATIONS,1005142,870
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Media Services,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,COI COMMUNICATIONS,1005142,29530
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Advertising,Shareholder Executive - Shareholder Executive,PETER LOCKYER ADVERTISING LTD,1004618,3677.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Advertising,Shareholder Executive - Shareholder Executive,PETER LOCKYER ADVERTISING LTD,1004618,3979.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Conference and Exhibition Services,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,HEALTH PROTECTION AGENCY RADIATION PROTECTION DIVISION (FORMERLY NRPB),1004686,590
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Conference and Exhibition Services,SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1002446,712.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Conference and Exhibition Services,Universities and Skills Group - USG Admin,DERBY COLLEGE,1003779,2127.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CAPITA HEALTH SOLUTIONS LTD,1003390,-156.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CAPITA HEALTH SOLUTIONS LTD,1004633,-80.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1003043,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1004142,4147.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Other Staff Welfare Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ABILITYNET,1004510,3685.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Other Staff Welfare Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",Personal Performance Consultants (UK) Ltd,1004752,4601.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1000972,1567.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1000973,1567.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1000968,1640.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,THE LONDON SCHOOL OF ENGLISH,1002832,-475
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1003517,795
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1004655,1600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",WALKER-COX LTD,1005179,4270.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",WALKER-COX LTD,1003489,4830.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT,1004266,490000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE OXFORD GROUP CONSULTING AND TRAINING LTD,1003481,1007
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LODGE CATERING LTD,1004509,-3903
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1003002,895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BENCHMARK TRAINING & DEVELOPMENT LTD,1004446,1095
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1003468,2280
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1003466,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1003470,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1003469,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LODGE CATERING LTD,1004509,2602
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LODGE CATERING LTD,1004509,3805.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,ICT Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ACKNOWLEDGE LTD,1004082,-1230
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,ICT Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ACKNOWLEDGE LTD,1004082,1230
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,ICT Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ACKNOWLEDGE LTD,1004082,1230
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ORGANIZATION RESOURCES COUNSELORS INC T/A ORC WORLDWIDE,1003478,1527.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Professional Searches,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",SARAH MOORE,1004492,960
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,PINSENT MASONS LLP,1005211,-3650
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,PINSENT MASONS LLP,1005211,3650
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,THE ASSOCIATION OF INTERIOR SPECIALISTS LTD,1004200,825.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Technical Advice / Services & Support,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLASSHOUSE CONSULTING LTD,1004756,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,THE ASSOCIATION OF INTERIOR SPECIALISTS LTD,1005008,2431.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1004732,-96229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1005109,840
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1003427,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1005119,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1003425,3150.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1005113,3150.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1004730,4376
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1003429,5200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1003423,6752
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1005112,6752
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1004732,96229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1004732,96229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1004732,256629.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1004736,557.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1003761,3428.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1003756,6079.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1003765,9055.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1003759,11514.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,Q-PARK LTD,1003195,874.2705
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1003565,7669.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1003602,7837.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,COMPANIES HOUSE,1005570,26811.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Rates,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1003565,3028.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Rates,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1003602,3028.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Rates,Finance & Commercial Group - Information and Workplace Strategies,COMPANIES HOUSE,1005570,8505.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004168,-4255.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004247,706
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004951,725.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004245,769.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,972.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,972.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,972.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,972.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005536,999.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005539,1498.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,1593.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,1593.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,1593.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,1593.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005535,1640
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005538,1643.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COOLMATION LTD,1004132,2160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005540,2450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005548,2791.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005556,2840.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1005550,2883.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,3126.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,3126.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,3126.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,3126.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004172,4359.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004175,4359.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004180,4359.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1004177,4359.78
