Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,14/05/2010,Conferences,Finance and Corporate Services,NATIONAL UNION OF TEACHERS,5106134041,893.88
Communities & Local Government,DCLG,14/05/2010,Domestic Services,Communities Group,MITIE MANAGED SERVICES (SOUTHERN) L,5106133994,"1,032.24"
Communities & Local Government,DCLG,14/05/2010,IT Maintenance,Finance and Corporate Services,MANDANT SOLUTIONS LTD,5106133988,"2,724.83"
Communities & Local Government,DCLG,14/05/2010,Legal Fees,Housing and Planning,H M LAND REGISTRY,2100190465,-984.00
Communities & Local Government,DCLG,14/05/2010,Legal Fees,Housing and Planning,H M LAND REGISTRY,5106132814,984.00
Communities & Local Government,DCLG,14/05/2010,Legal Fees,Regions and Communities,DENTON WILDE SAPTE LLP,5106134149,"12,690.00"
Communities & Local Government,DCLG,14/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,2100190457,"-34,924.01"
Communities & Local Government,DCLG,14/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106120907,"34,924.01"
Communities & Local Government,DCLG,14/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134275,"34,924.01"
Communities & Local Government,DCLG,14/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134324,"-34,924.01"
Communities & Local Government,DCLG,14/05/2010,Media,Human Resources,DELTA 7 CHANGE LIMITED,5106133992,"8,535.00"
Communities & Local Government,DCLG,14/05/2010,Travel and Subsistence Account,Finance and Corporate Services,VENN GROUP,5106133969,"1,510.72"
Communities & Local Government,DCLG,14/05/2010,Travel and Subsistence Account,Communities Group,DCLG GOVERNMENT PROCUREMENT CARD,1000001947,947.50
Communities & Local Government,DCLG,14/05/2010,Travel and Subsistence Account,Communities Group,DCLG GOVERNMENT PROCUREMENT CARD,1000001948,584.10
Communities & Local Government,DCLG,14/05/2010,Office Machinery Rental,Finance and Corporate Services,NEW RICOH UK,5106134221,"1,306.10"
Communities & Local Government,DCLG,14/05/2010,Current Grants to Non Profit Bodies,Housing and Planning,DRINK CRISIS CENTRE,2100190425,"68,000.00"
Communities & Local Government,DCLG,14/05/2010,Current Grants to Non Profit Bodies,Communities Group,DEVELOPMENT TRUSTS ASSOCIATION,2100190421,"11,250.00"
Communities & Local Government,DCLG,14/05/2010,Current Grants to Non Profit Bodies,Communities Group,DEVELOPMENT TRUSTS ASSOCIATION,2100190432,"390,000.00"
Communities & Local Government,DCLG,14/05/2010,Current Grants to Non Profit Bodies,Communities Group,ULFAH ARTS,2100190433,"15,000.00"
Communities & Local Government,DCLG,14/05/2010,IT Consumables,Finance and Corporate Services,BANNER BUSINESS SUPPLIES LTD,5106134142,535.16
Communities & Local Government,DCLG,14/05/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,HAVANT BC,2100190424,"25,000.00"
Communities & Local Government,DCLG,14/05/2010,Current (non AEF) Grants to Local Authorities,Housing and Planning,SOUTHAMPTON CITY COUNCIL,2100190311,"9,451.52"
Communities & Local Government,DCLG,14/05/2010,Printing,Housing and Planning,FORMARA LTD,5106134151,"1,971.44"
Communities & Local Government,DCLG,14/05/2010,Printing,Communities Group,FORMARA LTD,5106134151,"1,448.10"
Communities & Local Government,DCLG,14/05/2010,Publications,Finance and Corporate Services,LEXIS-NEXIS UK,5106134104,803.45
Communities & Local Government,DCLG,14/05/2010,Publicity,Communities Group,PRESS ASSOCIATION,5106133808,"1,071.14"
Communities & Local Government,DCLG,14/05/2010,Publicity,Communities Group,ST IVES DIRECT LTD,5106134157,"12,306.00"
Communities & Local Government,DCLG,14/05/2010,Publishing,Housing and Planning,G W S LTD,5106134045,"2,605.00"
Communities & Local Government,DCLG,14/05/2010,Publishing,Housing and Planning,G W S LTD,5106134047,"1,705.00"
Communities & Local Government,DCLG,14/05/2010,Publishing,Housing and Planning,G W S LTD,5106134053,"1,165.00"
Communities & Local Government,DCLG,14/05/2010,Research,"Local Gov & Reg(LG DEL,AME, RfR2)",LOCAL GOVERNMENT ASSOCIATION,2100190418,"242,508.75"
Communities & Local Government,DCLG,14/05/2010,Software Licences,Finance and Corporate Services,VERIZON UK LTD,5106134211,"2,131.45"
Communities & Local Government,DCLG,14/05/2010,Training,Housing and Planning,DODS PARLIAMENTARY COMM  LTD,5106133912,430.00
Communities & Local Government,DCLG,14/05/2010,Training,Communities Group,NATIONAL SCHOOL OF GOVERNMENT,5106133979,"2,100.00"
Communities & Local Government,DCLG,14/05/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106134043,"4,500.00"
Communities & Local Government,DCLG,14/05/2010,Training,Human Resources,JEAN KELLY CONSULTANCY LTD,5106132897,"2,175.00"
Communities & Local Government,DCLG,14/05/2010,Training,Human Resources,LMD LEARNING SOLUTIONS,5106132816,"1,800.00"
Communities & Local Government,DCLG,14/05/2010,Waste Disposal and pest control,Finance and Corporate Services,DACORUM BC,5106134213,711.92
Communities & Local Government,DCLG,14/05/2010,Unplanned Delivery Costs,Communities Group,MITIE MANAGED SERVICES (SOUTHERN) L,5106133994,156.18
Communities & Local Government,DCLG,14/05/2010,Vehicle hire,Housing and Planning,CYCLONE COURIER CO LTD,5106134111,624.30
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB (HSG),5000128812,"47,871.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH EAST LINCOLN DC (HSG),5000128887,"80,467.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",ASHFIELD DC,5000128956,"23,594.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKBURN WITH DARWEN BC,5000128964,"128,416.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKPOOL BC,5000128966,"66,625.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",BRADFORD MBC,5000128972,"137,968.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",DONCASTER MBC,5000128997,"96,244.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",GREAT YARMOUTH BC,5000129015,"33,929.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",HASTINGS BC,5000129025,"17,015.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",LEEDS CITY CNCL,5000129042,"83,149.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",LIVERPOOL CITY COUNCIL,5000129046,"118,709.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",NORWICH CITY CNCL,5000129062,"37,609.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",REDCAR & CLEVELAND BOROUGH COUNCIL,5000129075,"46,636.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",SHEFFIELD CITY CNCL,5000129091,"104,190.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH TYNESIDE COUNCIL,5000129096,"91,340.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",ST HELENS MBC,5000129102,"82,186.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",WANSBECK DC,5000129124,"79,415.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM UNITARY AUTHORITY,5000129150,"67,588.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",COVENTRY CITY COUNCIL,5000129152,"75,546.00"
Communities & Local Government,DCLG,14/05/2010,Cap Grants to Local Authorities (DEL),"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF CROYDEN,5000129153,"136,792.00"
Communities & Local Government,DCLG,14/05/2010,Mobile phone costs,Communities Group,7E COMMUNICATIONS LTD,5106134176,604.95
Communities & Local Government,DCLG,14/05/2010,Electricity,Housing and Planning,EDF ENERGY 1 LIMITED,5106133956,854.48
Communities & Local Government,DCLG,14/05/2010,Stationery,Finance and Corporate Services,BANNER BUSINESS SUPPLIES LTD,5106134142,28.43
Communities & Local Government,DCLG,14/05/2010,Web Services,Communities Group,A J BUSINESS SOLUTIONS LTD,5106133999,"1,057.50"
Communities & Local Government,DCLG,14/05/2010,Steady State Service Provision,Finance and Corporate Services,STERIA LIMITED,5106134060,"10,741.50"
Communities & Local Government,DCLG,14/05/2010,Steady State Service Provision,Communities Group,G W S LTD,5106134050,"10,919.80"
Communities & Local Government,DCLG,14/05/2010,IT Consultancy,Finance and Corporate Services,METHODS CONSULTING LTD,5106134178,"36,965.50"
Communities & Local Government,DCLG,14/05/2010,Management Consultancy,Communities Group,DBI CONSULTING LTD,5106133165,"9,810.00"
Communities & Local Government,DCLG,14/05/2010,Management Consultancy,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106134076,"16,215.00"
Communities & Local Government,DCLG,14/05/2010,HR Consultancy,Human Resources,C B J BUSINESS PSYCHOLOGISTS LTD,5106133990,"10,136.73"
Communities & Local Government,DCLG,14/05/2010,Legal Consultancy,Finance and Corporate Services,DAVID BLUNDELL,5106133899,752.00
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ARUN DC,5000129933,"14,882.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ASHFORD BC,5000129935,"9,466.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",AYLESBURY VALE (HSG),5000129937,"18,751.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BABERGH DC,5000129938,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB (HSG),5000129940,"1,862,184.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BASSETLAW DC (HSG),5000129942,"34,048.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BATH & NE SOMERSET DC (HSG),5000129945,"939,711.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BEXLEY LB (HSG),5000129946,"1,143,970.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BLABY DC (HSG),5000129947,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BOSTON BC,5000129948,"30,016.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BRAINTREE DC,5000129949,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BRECKLAND DC,5000129951,"25,015.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BRENT LB (HSG),5000129952,"2,383,530.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BRISTOL CITY CNCL (HSG),5000129956,"4,015,648.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BROADLAND DC,5000129958,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BROMSGROVE DC,5000129959,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CANTERBURY CITY CNCL,5000129960,"7,383.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CARLISLE CITY CNCL,5000129961,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CHERWELL DC,5000129962,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CHICHESTER DC,5000129963,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CHILTERN DC (HSG),5000129964,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CHRISTCHURCH BC (HSG),5000129965,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF LONDON (HSG),5000129966,"134,601.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF SUNDERLAND (HSG),5000129968,"3,325,633.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",COPELAND BC,5000129971,"85,847.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CORBY BC,5000129972,"25,715.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",COTSWOLD DC,5000129974,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CRAVEN DC (HSG),5000129975,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CRAWLEY BC,5000129976,"31,118.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",DARTFORD BC,5000129978,"9,466.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",DAVENTRY DC,5000129980,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE DALES DC,5000129981,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",DOVER DC,5000129982,"19,633.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST CAMBRIDGESHIRE DC,5000129984,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST DEVON DC,5000129985,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST HAMPSHIRE DC,5000129987,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST HERTFORDSHIRE DC,5000129988,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST LINDSEY DC,5000129989,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST NORTHAMPTONSHIRE COUNCIL,5000129990,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST RIDING OF YORKS (HSG),5000129991,"1,829,619.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST STAFFORDSHIRE BC,5000129993,"30,418.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",EDEN DC (HSG),5000129994,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ELMBRIDGE BC (HSG),5000129995,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",FAREHAM BC,5000129996,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",FENLAND DC,5000129998,"59,514.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",FOREST HEATH DISTRICT COUNCIL,5000129999,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",FOREST OF DEAN DC,5000130000,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",GUILDFORD BC,5000130001,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HALTON BC (HSG),5000130003,"1,828,023.00"
