Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,POWYS COUNTY COUNCIL,1027472,300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,STOCKPORT M B C,1027485,8027.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Current - Other,Knowledge and Innovation Group - UK Space Agency,VENTURE THINKING LTD,1027849,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Outsourced Technical Support (Programme),Knowledge and Innovation Group - UK Space Agency,SPACE INSIGHT LTD,1027854,15180
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1026191,333333.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1026252,1567113.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1026674,84000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1026836,794077.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1027432,99746.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1027432,450838.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1027515,72245.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1028142,66666.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Grants - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,EAST OF ENGLAND TRADING STANDARDS ASSOCIATION LTD (EETSA),1026262,50000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NEWPORT CITY COUNCIL,1026464,21138
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NEWPORT CITY COUNCIL,1026464,9162.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NEWPORT CITY COUNCIL,1026464,21138
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,SOLIHULL METROPOLITAN BOROUGH COUNCIL,1026515,1152.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,SOLIHULL METROPOLITAN BOROUGH COUNCIL,1026515,23000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,SOLIHULL METROPOLITAN BOROUGH COUNCIL,1026515,23000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,SOLIHULL METROPOLITAN BOROUGH COUNCIL,1026515,6708.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,EAST OF ENGLAND TRADING STANDARDS ASSOCIATION LTD (EETSA),1026528,5352.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1027832,4596.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1027832,18780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1027832,18781
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1027832,10866.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,North Lanarkshire Council,1027835,10309.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,North Lanarkshire Council,1027835,15094.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,North Lanarkshire Council,1027835,6423.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,LIVERPOOL CITY COUNCIL,1028083,22752.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,LIVERPOOL CITY COUNCIL,1028083,22934
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,LIVERPOOL CITY COUNCIL,1028083,22934
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,LIVERPOOL CITY COUNCIL,1028083,10898.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026219,37567.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026222,17178.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026227,113280.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026229,303084.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026231,886153.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026232,784359.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026233,328000.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026235,122609.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026237,649075.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026239,988818.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1026241,34164.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Accommodation Rentals (Programme),Market and Frameworks Group - Europe Directorate,"Personal expense, Name withheld",10277318,731.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Accommodation Rentals (Programme),Market and Frameworks Group - Europe Directorate,"Personal expense, Name withheld",10277394,824.72
