Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Net Total 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Mileage Allowances,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld.",10275638,128
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Professional Subscriptions,Business & Skills Group - USG Admin,"Personal Expense, Name Witheld.",10275624,223
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Taxis Overseas,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld.",10275626,7.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Subsistence Payments Overseas,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld.",10275626,31.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other Overseas Travel & Subsistence,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld.",10275626,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Purchase of Office Machinery,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),LIGHTMAKER UK LTD,1018881,485
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Telecommunications,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,BT CONFERENCING,1018902,36.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Professional Subscriptions,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10275630,193
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Static Call Charges,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10275630,30.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Professional Subscriptions,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275622,189
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Media Services,Knowledge and Innovation Group - Government Office For Science,JONES YARRELL LEADENHALL,1018318,122.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,On-Line Databases,Knowledge and Innovation Group - Higher Education Admin,UNIVERSITIES AND COLLEGES ADMISSIONS SERVICE (UCAS),1018855,7200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Publications,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,JONES YARRELL LEADENHALL,1018911,125.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Stationery,Knowledge and Innovation Group - UK Space Agency,OFFICE DEPOT UK LTD,1018897,205.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other IT Costs,Knowledge and Innovation Group - UK Space Agency,BBC MONITORING,1018900,720
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1018516,777
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1018574,1601.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10275627,144.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1018785,1464.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1018786,380.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1018787,1186.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - Legal","Personal Expense, Name Witheld.",10275639,171.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Taxis,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275634,75.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Rail Fares Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275634,5.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Taxis Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275634,55.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Hotels Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275634,259.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Subsistence Payments Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275634,77.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275634,51.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Rail Fares,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275637,27.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Taxis,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275637,21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Subsistence Payments,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld.",10275637,8.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Catering Services,Shareholder Executive - Shareholder Executive,SUPERNOTE LTD T/A SANDS CATERING,1018845,1562
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018907,6118.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018910,130.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018912,79.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018921,4865.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018924,256629.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018924,96229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018928,3224.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018929,2069.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018932,751.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018935,135.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018939,4774.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018951,135.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018958,11080
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018962,210
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018966,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018970,6752
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018974,3425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1018976,2252.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1018829,731.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1018829,6305.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1018829,29920.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1018829,5.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Telecommunications,Finance & Commercial Group - Information and Workplace Strategies,COMPANIES HOUSE,1018866,1027.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1018891,89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1018892,156.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1018953,-16.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1015812,1113.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1015812,254.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1015812,509.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1015812,312.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1015812,124.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1015812,144.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018490,3088.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018490,29440.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018490,0.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018491,211.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018491,2019.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018492,751.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018492,7621.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018493,3038.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018493,29232.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018494,470.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018494,4489.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,PINSENT MASONS LLP,1018508,4300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018518,4408.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018518,42033.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1018518,-600.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1018901,564.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1018903,849.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1018904,790.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Hire of Conference Facilities,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018909,340.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1018918,1402
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,DNV CERTIFICATION LTD,1018922,904.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1018934,784.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1018941,7874.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1018943,349.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COOLMATION LTD,1018944,2160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1018946,8822.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1018946,725.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1018946,1013.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1018946,1813.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Lifts,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,1018946,175.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,120875.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,27625.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,28851.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,10431.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,40507.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,2801.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,2583.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1018952,13655.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1018963,2102.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1018965,523.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1018983,640
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1018983,157.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,1018985,4800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,MEINHARDT (UK) LTD,1018986,183.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,MEINHARDT (UK) LTD,1018986,1395.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Freight Charges,Finance & Commercial Group - Information and Workplace Strategies,DHL GLOBAL FORWARDING (UK) LTD,1018987,2796.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Freight Charges,Finance & Commercial Group - Information and Workplace Strategies,DHL GLOBAL FORWARDING (UK) LTD,1018989,186.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Freight Charges,Finance & Commercial Group - Information and Workplace Strategies,DHL GLOBAL FORWARDING (UK) LTD,1018991,653.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Freight Charges,Finance & Commercial Group - Information and Workplace Strategies,DHL GLOBAL FORWARDING (UK) LTD,1018992,200.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Eye Tests,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275631,45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Secure Documents Unit,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1018913,14.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other Printing and Stationery Costs,"Legal, People & Communications Group - Communications Directorate",PROMOTIONAL LOGISTICS LTD,1018942,1217.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,External Training,"Legal, People & Communications Group - CTC Summary",WALKER-COX LTD,1018906,4854.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,External Training,"Legal, People & Communications Group - CTC Summary",WALKER-COX LTD,1018908,2429.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1018122,1055.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1018122,484.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GREATER LONDON HIRE LTD,1018602,143.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GREATER LONDON HIRE LTD,1018602,7.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",STTRS DIRECT,1018740,337.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1018853,1208.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other Staff Welfare Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ABILITYNET,1018936,186.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Other Staff Welfare Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ABILITYNET,1018936,3911.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Car Hire and Leasing,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ARVAL (UK) LTD,1018931,88.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Business & Skills Group - Advanced Manufacturing Industries,MCKEOWNS SOLICITORS LTD,1018817,292.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Capital Grants - Other,Business & Skills Group - Enterprise Directorate,ROYAL BRITISH LEGION,1018993,1000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Contributions (Programme),Business & Skills Group - Advanced Manufacturing Industries,DIVERSE STRATEGIES LTD,1018945,37272.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,SUSAN PARNELL,1018847,4125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Mileage Allowances (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275628,49.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275628,5.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Others UK T&S (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275628,50.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275628,59.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275628,5.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275628,11.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Grants - Non Statutory - Current - Other,Knowledge and Innovation Group - Learners,UNIVERSITY OF HUDDERSFIELD,1018875,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Grants - Non Statutory - Current - Other,Knowledge and Innovation Group - Learners,DE MONTFORT UNIVERSITY,1018877,9850
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Grants - Non Statutory - Current - Other,Knowledge and Innovation Group - Learners,ASTON UNIVERSITY,1018883,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Telecommunications (Programme),Business & Skills Group - Further Education & Skills Investment,INTERCALL CONFERENCING SERVICES LTD,1018841,329.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,SIMPLY MOVING LTD,1018453,425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Publications (Programme),Business & Skills Group - Advanced Manufacturing Industries,PMI MEDIA LTD,1019026,450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1018880,22047.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,1019019,107074.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,1019020,56259.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Police Negotiating Board Funding,Office of Manpower Economics - Office of Manpower Economics,BAXTERSTOREY LTD,1018994,43.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Police Negotiating Board Funding,Office of Manpower Economics - Office of Manpower Economics,BAXTERSTOREY LTD,1019002,13.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Police Negotiating Board Funding,Office of Manpower Economics - Office of Manpower Economics,BAXTERSTOREY LTD,1019008,33.84
