Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRIGHTON & HOVE CITY COUNCIL,5000150214,"1,887,778.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRISTOL CITY CNCL (HSG),5000150053,"3,764,828.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BROADLAND DC,5000150054,"3,030.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BROMLEY LB,5000150215,"1,304,143.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BROMSGROVE DC,5000150055,"2,963.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BROXBOURNE BC,5000150216,"2,957.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BROXTOWE BC,5000150217,"3,354.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BUCKINGHAMSHIRE CC,5000150218,"1,816,250.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BURNLEY BC,5000150219,"240,218.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CALDERDALE MBC,5000150221,"1,290,931.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CAMBRIDGE CITY COUNCIL,5000150222,"14,887.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CAMBRIDGESHIRE COUNTY CNCL,5000150223,"2,586,387.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CAMDEN LB,5000150224,"3,690,680.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CANNOCK CHASE DC,5000150225,"3,319.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CANTERBURY CITY CNCL,5000150056,"6,601.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CARLISLE CITY CNCL,5000150057,"7,768.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CASTLE POINT BC,5000150226,"3,306.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CENTRAL BEDFORDSHIRE COUNCIL,5000150449,"971,381.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHARNWOOD BC,5000150227,"13,153.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHELMSFORD BC,5000150228,"3,121.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHELTENHAM BC,5000150229,"3,357.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHERWELL DC,5000150058,"7,843.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHESHIRE EAST COUNCIL,5000150450,"1,863,542.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHESHIRE WEST & CHESTER COUNCIL,5000150451,"1,816,270.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHESTERFIELD BC,5000150230,"126,711.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHICHESTER DC,5000150059,"3,001.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHILTERN DC (HSG),5000150060,"2,960.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHORLEY DC,5000150231,"2,989.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CHRISTCHURCH BC (HSG),5000150061,"2,860.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CITY OF LINCOLN COUNCIL,5000150315,"8,083.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CITY OF LONDON (HSG),5000150062,"122,831.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CITY OF SUNDERLAND (HSG),5000150063,"2,994,693.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CITY OF WAKEFIELD MDC,5000150412,"1,746,655.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,COLCHESTER BC,5000150232,"3,489.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,COPELAND BC,5000150066,"78,053.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CORBY BC,5000150067,"20,436.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CORNWALL UNITARY AUTHORITY,5000150454,"3,240,127.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,COTSWOLD DC,5000150068,"2,944.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,COVENTRY CITY CNCL,5000150233,"2,564,064.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CRAVEN DC (HSG),5000150069,"7,662.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CRAWLEY BC,5000150070,"23,768.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CROYDON LB,5000150236,"2,523,874.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,CUMBRIA COUNTY CNCL,5000150237,"2,820,771.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DACORUM BC,5000150238,"3,417.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DARLINGTON BC,5000150239,"737,773.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DARTFORD BC,5000150071,"8,089.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DAVENTRY DC,5000150072,"2,933.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DERBY CITY CNCL,5000150240,"1,834,284.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DERBYSHIRE COUNTYCOUNCIL,5000150243,"3,993,565.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DERBYSHIRE DALES DC,5000150073,"2,915.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DEVON COUNTY CNCL,5000150244,"4,286,412.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DONCASTER MBC,5000150247,"3,081,153.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DORSET COUNTY CNCL,5000150249,"1,972,491.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DOVER DC,5000150074,"15,878.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DUDLEY MBC,5000150250,"1,618,106.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,DURHAM UNITARY AUTHORITY,5000150456,"4,628,102.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EALING LB,5000150251,"1,936,977.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST CAMBRIDGESHIRE DC,5000150075,"2,936.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST DEVON DC,5000150076,"3,400.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST DORSET DC,5000150252,"2,948.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST HAMPSHIRE DC,5000150077,"3,004.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST HERTFORDSHIRE DC,5000150078,"3,053.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST LINDSEY DC,5000150079,"3,066.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST NORTHAMPTONSHIRE COUNCIL,5000150080,"2,946.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST RIDING OF YORKS (HSG),5000150081,"1,666,909.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST STAFFORDSHIRE BC,5000150082,"23,435.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EAST SUSSEX COUNTY CNCL,5000150253,"2,812,101.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EASTBOURNE BC,5000150254,"3,320.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EASTLEIGH BOROUGH COUNCIL,5000150255,"3,024.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EDEN DC (HSG),5000150083,"2,875.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ELMBRIDGE BC (HSG),5000150084,"3,047.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ENFIELD LB,5000150256,"2,209,447.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EPPING FOREST DC,5000150257,"3,382.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EPSOM & EWELL BC,5000150258,"2,914.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EREWASH BC,5000150259,"7,784.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ESSEX COUNTY CNCL,5000150260,"6,282,478.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,EXETER CITY CNCL,5000150261,"5,022.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,FAREHAM BC,5000150085,"3,350.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,FENLAND DC,5000150086,"53,487.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,FOREST HEATH DISTRICT COUNCIL,5000150087,"2,898.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,FOREST OF DEAN DC,5000150088,"2,941.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,FYLDE BC,5000150262,"2,928.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GATESHEAD MBC,5000150263,"1,929,507.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GEDLING BC,5000150264,"3,008.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GLOUCESTER CITY CNCL,5000150265,"14,944.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GLOUCESTERSHIRE COUNTY CNCL,5000150266,"3,687,315.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GMRB,5000150220,"1,329,841.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GOSPORT BOROUGH COUNCIL,5000150267,"8,063.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GRAVESHAM BC,5000150268,"8,105.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GREAT YARMOUTH BC,5000150270,"326,322.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GREATER LONDON AUTHORITY (RSG),5000150441,"198,325.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GREENWICH LB,5000150271,"2,410,989.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GTR MANCHESTER PTA,5000150444,"28,123.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,GUILDFORD BC,5000150089,"3,405.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HALTON BC (HSG),5000150090,"1,661,307.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HAMBLETON DC (HSG),5000150091,"2,951.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HAMMERSMITH & FULHAM LB,5000150273,"1,781,424.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HAMPSHIRE COUNTY COUNCIL,5000150276,"5,764,108.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HARBOROUGH DC (HSG),5000150092,"2,940.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HARINGEY LB,5000150278,"3,327,429.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HARLOW DISTRICT COUNCIL,5000150279,"10,659.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HARROGATE BC,5000150093,"3,459.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HARROW LB,5000150280,"996,637.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HART DC,5000150281,"2,956.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HARTLEPOOL BOROUGH COUNCIL,5000150284,"1,208,044.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HASTINGS BC,5000150286,"278,560.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HAVANT BC,5000150287,"7,798.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HAVERING LB,5000150288,"921,080.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HEREFORDSHIRE COUNCIL,5000150094,"1,210,698.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HERTFORDSHIRE COUNTY CNCL,5000150289,"4,852,806.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HERTSMERE BC,5000150290,"11,894.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HIGH PEAK BC,5000150095,"3,313.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HILLINGDON LB,5000150291,"1,325,435.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HINCKLEY & BOSWORTH BC,5000150096,"3,340.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HORSHAM DC,5000150097,"3,044.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HOUNSLOW LB,5000150292,"1,402,285.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HULL CITY COUNCIL,5000150303,"3,107,445.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HUNTINGDONSHIRE DC,5000150098,"7,908.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,HYNDBURN BC,5000150293,"146,553.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,IPSWICH BC,5000150294,"5,278.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ISLE OF WIGHT CNCL,5000150295,"1,083,750.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ISLES OF SCILLY COUNCIL,5000150296,"26,068.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ISLINGTON LB,5000150298,"3,030,885.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,KENT COUNTY CNCL,5000150301,"7,376,362.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,KETTERING BC,5000150302,"3,305.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,KINGS LYNN & WEST NORFOLK BC,5000150099,"16,138.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,KINGSTON UPON THAMES  (HSG),5000150100,"812,995.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,KIRKLEES COUNCIL (HSG),5000150101,"2,326,336.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,KNOWSLEY MBC,5000150306,"2,479,051.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LANCASHIRE COUNTY CNCL,5000150310,"6,565,036.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LANCASTER CITY CNCL,5000150102,"8,206.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LEEDS CITY CNCL,5000150312,"5,781,374.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LEICESTER CITY CNCL (HSG),5000150103,"3,233,441.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LEICESTERSHIRE COUNTY CNCL,5000150313,"2,335,859.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LEWES DC,5000150104,"3,318.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LEWISHAM LB (HSG),5000150105,"2,810,585.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LICHFIELD DC,5000150314,"2,974.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LINCOLNSHIRE COUNTY CNCL,5000150316,"4,207,934.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LIVERPOOL CITY COUNCIL,5000150318,"8,433,247.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LONDON BOROUGH OF HACKNEY,5000150272,"4,072,358.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LONDON BOROUGH OF LAMBETH,5000150309,"3,362,975.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LONDON BOROUGH OF NEWHAM,5000150329,"3,547,582.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LONDON BOROUGH OF REDBRIDGE,5000150356,"1,278,813.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,LUTON BC,5000150320,"1,176,293.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MAIDSTONE BC,5000150108,"3,076.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MALDON DC,5000150109,"2,897.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MALVERN HILLS DC,5000150322,"2,923.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MANCHESTER CITY CNCL (HSG),5000150110,"7,324,690.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MANSFIELD DC,5000150323,"8,111.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MEDWAY TOWNS D C (HSG),5000150111,"1,349,825.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MELTON BC,5000150112,"3,218.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MENDIP DISTRICT COUNCIL,5000150113,"7,779.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,MERSEYTRAVEL,5000150442,"104,753.00"
