Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE,Notes
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111800,Band D,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111800,E1,,,,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111800,E2,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,113908,B2,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,113908,C1,,,,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,113908,C2,,,,13
Ministry of Defence,Ministry of Defence,Central Top Level Budget,113908,D,,,,15
Ministry of Defence,Ministry of Defence,Central Top Level Budget,113908,E1,,,,12
Ministry of Defence,Ministry of Defence,Central Top Level Budget,113908,Insp MDP,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,B1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,B2,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,C1,,,,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,C2,,,,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,CSO1,Not Known,Not Known,,7
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,CSO2,Not Known,Not Known,,22
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,CSO3,Not Known,Not Known,,87
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,CSO4,Not Known,Not Known,,449
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,CSO5,Not Known,Not Known,,3010
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,Band D,,,,9
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,E1,,,,28
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,E2,,,,4
Ministry of Defence,Ministry of Defence,Central Top Level Budget,184198,Ind,Not Known,Not Known,,8
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,160074,B2,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,160074,C1,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,160074,D,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,B1,,,CIO-Sec COS,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,B1,,,CIO-Advisor,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,B2,,,CIO-Advisor Gov AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,B2,,,CIO-IHAT Assure AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,B2,,,CIO-IHAT Del AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-Sec Scrutiny,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-SEC HLB,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-Advisor Gov1-RBC,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-Advisor Gov2-CIO,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-IHAT Assure (Pol),1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-IHAT Del (Trg),1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C1,,,CIO-Advisor DECS1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C2,,,CIO-Advisor Gov3-IA,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,C2,,,CIO-IHAT Assure (Comp1),1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,D,,,CIO-Sec Briefing,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,D,,,CIO-AdvisorBM,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,E1,,,CIO-Sec Support,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111797,Band D,,,CIO-EA,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B1,,,CIO-CI-Access DepHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B1,,,CIO-CI-CMem DepHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B1,,,CIO-CI-ISG-DepHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B2,,,CIO-CI-AccessDP AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B2,,,CIO-CI-AccessReview AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B2,,,CIO-CI-CMem Analysis AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B2,,,CIO-CI-CMem Records AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,B2,,,CIO-CI-ISG AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-AccessOpsMgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-AccessReview1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-AccessReview2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-AccessReview3,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-AccessSpProj,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-CMem Analysis1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-CMem Analysis2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-CMem R Audit+Comms,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-CMem R Policy,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-CMem Records Review 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-CMem Records CMT Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-ISG Internet Manager,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-ISG Intranet Manager,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C1,,,CIO-CI-ISG Library Service Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-Res Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-AccessDP1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-AccessOps1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-AccessOps2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-AccessReview4,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Analysis3,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Analysis4,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Analysis5,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Analysis11,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem R Audit+Comms 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Records Review 2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Records Review 4,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Records CRM,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-CMem Records CSM,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Internet Chief Ed,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Internet Tech Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Intranet Chief Ed,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Intranet Key Docs,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Intranet Tech Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Library Enq Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Library Res Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG SIntranet Chief Ed ,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG StratResPlan Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,C2,,,CIO-CI-ISG Library Glasgow Mgr,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-AccessDP2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-AccessOps3,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis7,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis8,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis9,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis10,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis12,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis13,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis14,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Analysis15,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 5,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 6,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 7,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 8,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 9,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 10,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 11,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 12,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records Review 13,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-CMem Records CMT2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Internet Ed 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Internet Ed 3,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Internet Tech Sup,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Intranet Ed 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Intranet Ed 2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Intranet Ed 3,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Intranet Ed 4,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Intranet Tech Sup,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library Enq 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library Enq 2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library Res AL1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library Res AL2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library Res AL3,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library DIS AL,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG StratResPlan Asst,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,Band D,,,CIO-CI-ISG Library Glasgow Ass,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-Head PA,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-AccessOps4,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-AccessOps5,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-CMem Records Review 14,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-CMem Records Review 15,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-CMem Records Review 16,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-CMem Records CMT1a,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-CMem Records CMT2a,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-ISG Internet Support,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-ISG Intranet Support,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-ISG Library Support,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E1,,,CIO-CI-ISG Library Glasgow Sup,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E2,,,CIO-CI-CMem Records Review 17,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E2,,,CIO-CI-CMem Records Review 18,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111801,E2,,,CIO-CI-CMem Records Review 19,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B1,,,CIO-ISP-SKILLS DepHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B2,,,CIO-ISP-STRAT Imp AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B2,,,CIO-ISP-STRAT Innov AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B2,,,CIO-ISP-SKILLS Dev AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B2,,,CIO-ISP-POL AF AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B2,,,CIO-ISP-POL Info Pol AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,B2,,,CIO-ISP-POL SP AstHd,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,C1,,,CIO-ISP-STRAT Imp 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,C1,,,CIO-ISP-STRAT Innov 1,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,C1,,,CIO-ISP-STRAT Exploit 2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,C1,,,CIO-ISP-SKILLS Dev 2,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,111803,C1,,,CIO-ISP-SKILLS Trg Comms 2,1
